roomNumber,bin,room_entry_sequence,sorted_sequence_position,user_id,prev_entry_time,curr_entry_time,true_critical_section_start,true_critical_section_end,prev_people,curr_people,expected_curr_by_sequence,actual_curr_people,curr_sequence_diff,anomaly_type,true_critical_section_duration,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,true_critical_section_duration_nanos,contention_group_size,contention_user_ids,intervening_users_in_critical_section,intervening_user_count_critical
1243,2,22,0,yhjj826,2025-07-21 03:22:25.054746+00:00,2025-07-21 03:22:25.054746+00:00,,,22,23,0,0,0,,,2567758339700,2567758551300,211600,1,yhjj826,,0
1243,2,23,0,yhjj854,2025-07-21 03:22:25.062513+00:00,2025-07-21 03:22:25.086583+00:00,,,23,24,0,0,0,,,2567766129600,2567788775900,22646300,1,yhjj854,,0
1243,2,24,0,yhjj967,2025-07-21 03:22:25.094726+00:00,2025-07-21 03:22:25.094726+00:00,,,24,25,0,0,0,,,2567796759600,2567796917500,157900,1,yhjj967,,0
1243,2,25,0,yhjj830,2025-07-21 03:22:25.156609+00:00,2025-07-21 03:22:25.156609+00:00,,,25,26,0,0,0,,,2567859202300,2567859308500,106200,1,yhjj830,,0
1243,2,26,0,yhjj1015,2025-07-21 03:22:25.158618+00:00,2025-07-21 03:22:25.207932+00:00,,,26,27,0,0,0,,,2567861167700,2567911646700,50479000,1,yhjj1015,,0
1243,2,27,0,yhjj834,2025-07-21 03:22:25.209940+00:00,2025-07-21 03:22:25.213955+00:00,,,27,28,0,0,0,,,2567912648000,2567916184400,3536400,1,yhjj834,,0
1243,2,28,0,yhjj921,2025-07-21 03:22:25.213955+00:00,2025-07-21 03:22:25.213955+00:00,,,28,29,0,0,0,,,2567917071400,2567917292800,221400,1,yhjj921,,0
1243,2,29,0,yhjj857,2025-07-21 03:22:25.213955+00:00,2025-07-21 03:22:25.213955+00:00,,,29,30,0,0,0,,,2567917393300,2567917805700,412400,1,yhjj857,,0
1243,2,30,0,yhjj838,2025-07-21 03:22:25.215963+00:00,2025-07-21 03:22:25.215963+00:00,,,30,31,0,0,0,,,2567918115000,2567918644400,529400,1,yhjj838,,0
1243,2,31,0,yhjj914,2025-07-21 03:22:25.215963+00:00,2025-07-21 03:22:25.215963+00:00,,,31,32,0,0,0,,,2567918775500,2567918859500,84000,1,yhjj914,,0
1243,2,32,0,yhjj841,2025-07-21 03:22:25.215963+00:00,2025-07-21 03:22:25.215963+00:00,,,32,33,0,0,0,,,2567919322800,2567919472700,149900,1,yhjj841,,0
1243,2,33,0,yhjj847,2025-07-21 03:22:25.217970+00:00,2025-07-21 03:22:25.217970+00:00,,,33,34,0,0,0,,,2567920130300,2567920402000,271700,1,yhjj847,,0
1243,2,34,0,yhjj845,2025-07-21 03:22:25.217970+00:00,2025-07-21 03:22:25.217970+00:00,,,34,35,0,0,0,,,2567920593100,2567921047200,454100,1,yhjj845,,0
1243,2,35,0,yhjj935,2025-07-21 03:22:25.217970+00:00,2025-07-21 03:22:25.227654+00:00,,,35,36,0,0,0,,,2567921800600,2567931100100,9299500,1,yhjj935,,0
1243,2,36,0,yhjj883,2025-07-21 03:22:25.227654+00:00,2025-07-21 03:22:25.227654+00:00,,,36,37,0,0,0,,,2567931321900,2567931391800,69900,1,yhjj883,,0
1243,2,37,0,yhjj876,2025-07-21 03:22:25.246725+00:00,2025-07-21 03:22:25.248734+00:00,,,37,38,0,0,0,,,2567950537600,2567950852600,315000,1,yhjj876,,0
1243,2,38,0,yhjj1003,2025-07-21 03:22:25.248734+00:00,2025-07-21 03:22:25.248734+00:00,,,38,39,0,0,0,,,2567951395900,2567952347600,951700,1,yhjj1003,,0
1243,2,39,0,yhjj1009,2025-07-21 03:22:25.260510+00:00,2025-07-21 03:22:25.260510+00:00,,,39,40,0,0,0,,,2567963279200,2567963764800,485600,1,yhjj1009,,0
1243,2,40,0,yhjj837,2025-07-21 03:22:25.266527+00:00,2025-07-21 03:22:25.266527+00:00,,,40,41,0,0,0,,,2567968908300,2567969235100,326800,1,yhjj837,,0
1243,3,41,0,yhjj831,2025-07-21 03:22:25.268277+00:00,2025-07-21 03:22:25.268277+00:00,,,41,42,0,0,0,,,2567970948100,2567971834000,885900,1,yhjj831,,0
1243,3,42,0,yhjj821,2025-07-21 03:22:25.270283+00:00,2025-07-21 03:22:25.272290+00:00,,,42,43,0,0,0,,,2567973503200,2567976194300,2691100,1,yhjj821,,0
1243,3,43,0,yhjj846,2025-07-21 03:22:25.284076+00:00,2025-07-21 03:22:25.284076+00:00,,,43,44,0,0,0,,,2567986261000,2567986327300,66300,1,yhjj846,,0
1243,3,44,0,yhjj843,2025-07-21 03:22:25.299884+00:00,2025-07-21 03:22:25.329750+00:00,,,44,45,0,0,0,,,2568002938000,2568032412700,29474700,1,yhjj843,,0
1243,3,45,0,yhjj885,2025-07-21 03:22:25.331501+00:00,2025-07-21 03:22:25.331501+00:00,,,45,46,0,0,0,,,2568034141900,2568034469300,327400,1,yhjj885,,0
1243,3,46,0,yhjj825,2025-07-21 03:22:25.331501+00:00,2025-07-21 03:22:25.333510+00:00,,,46,47,0,0,0,,,2568035086100,2568035473100,387000,1,yhjj825,,0
1243,3,47,0,yhjj897,2025-07-21 03:22:25.335517+00:00,2025-07-21 03:22:25.335517+00:00,,,47,48,0,0,0,,,2568038229900,2568038599400,369500,1,yhjj897,,0
1243,3,48,0,yhjj907,2025-07-21 03:22:25.339538+00:00,2025-07-21 03:22:25.339538+00:00,,,48,49,0,0,0,,,2568042436400,2568042629600,193200,1,yhjj907,,0
1243,3,49,0,yhjj829,2025-07-21 03:22:25.339538+00:00,2025-07-21 03:22:25.341545+00:00,,,49,50,0,0,0,,,2568043419600,2568043568100,148500,1,yhjj829,,0
1243,3,50,0,yhjj925,2025-07-21 03:22:25.343553+00:00,2025-07-21 03:22:25.343553+00:00,,,50,51,0,0,0,,,2568045949400,2568046017200,67800,1,yhjj925,,0
1243,3,51,0,yhjj833,2025-07-21 03:22:25.373157+00:00,2025-07-21 03:22:25.373157+00:00,,,51,52,0,0,0,,,2568076613400,2568076879200,265800,1,yhjj833,,0
1243,3,52,0,yhjj881,2025-07-21 03:22:25.375164+00:00,2025-07-21 03:22:25.375164+00:00,,,52,53,0,0,0,,,2568078057700,2568078306400,248700,1,yhjj881,,0
1243,3,53,0,yhjj996,2025-07-21 03:22:25.380931+00:00,2025-07-21 03:22:25.380931+00:00,,,53,54,0,0,0,,,2568084281200,2568084502500,221300,1,yhjj996,,0
1243,3,54,0,yhjj1012,2025-07-21 03:22:25.384949+00:00,2025-07-21 03:22:25.390982+00:00,,,54,55,0,0,0,,,2568087066200,2568094612400,7546200,1,yhjj1012,,0
1243,3,55,0,yhjj892,2025-07-21 03:22:25.448446+00:00,2025-07-21 03:22:25.448446+00:00,,,55,56,0,0,0,,,2568151964300,2568152042000,77700,1,yhjj892,,0
1243,3,56,0,yhjj939,2025-07-21 03:22:25.472293+00:00,2025-07-21 03:22:25.513955+00:00,,,56,57,0,0,0,,,2568175046800,2568216483600,41436800,1,yhjj939,,0
1243,3,57,0,yhjj946,2025-07-21 03:22:25.513955+00:00,2025-07-21 03:22:25.513955+00:00,,,57,58,0,0,0,,,2568217239100,2568217387200,148100,1,yhjj946,,0
1243,3,58,0,yhjj904,2025-07-21 03:22:25.513955+00:00,2025-07-21 03:22:25.513955+00:00,,,58,59,0,0,0,,,2568217455800,2568217659300,203500,1,yhjj904,,0
1243,3,59,0,yhjj822,2025-07-21 03:22:25.515708+00:00,2025-07-21 03:22:25.518718+00:00,,,59,60,0,0,0,,,2568218013700,2568221805400,3791700,1,yhjj822,,0
1243,3,60,0,yhjj1006,2025-07-21 03:22:25.518718+00:00,2025-07-21 03:22:25.518718+00:00,,,60,61,0,0,0,,,2568222476900,2568222582300,105400,1,yhjj1006,,0
1243,4,61,0,yhjj903,2025-07-21 03:22:25.518718+00:00,2025-07-21 03:22:25.520827+00:00,,,61,62,0,0,0,,,2568222737600,2568223126800,389200,1,yhjj903,,0
1243,4,62,0,yhjj963,2025-07-21 03:22:25.520827+00:00,2025-07-21 03:22:25.520827+00:00,,,62,63,0,0,0,,,2568223232800,2568223794700,561900,1,yhjj963,,0
1243,4,63,0,yhjj970,2025-07-21 03:22:25.520827+00:00,2025-07-21 03:22:25.520827+00:00,,,63,64,0,0,0,,,2568223971400,2568224093200,121800,1,yhjj970,,0
1243,4,64,0,yhjj905,2025-07-21 03:22:25.526300+00:00,2025-07-21 03:22:25.526300+00:00,,,64,65,0,0,0,,,2568228697300,2568228770300,73000,1,yhjj905,,0
1243,4,65,0,yhjj882,2025-07-21 03:22:25.526300+00:00,2025-07-21 03:22:25.526300+00:00,,,65,66,0,0,0,,,2568229203300,2568229402600,199300,1,yhjj882,,0
1243,4,66,0,yhjj871,2025-07-21 03:22:25.526300+00:00,2025-07-21 03:22:25.526300+00:00,,,66,67,0,0,0,,,2568229518900,2568229604600,85700,1,yhjj871,,0
1243,4,67,0,yhjj887,2025-07-21 03:22:25.526300+00:00,2025-07-21 03:22:25.526300+00:00,,,67,68,0,0,0,,,2568230056100,2568230247800,191700,1,yhjj887,,0
1243,4,68,0,yhjj870,2025-07-21 03:22:25.528308+00:00,2025-07-21 03:22:25.536077+00:00,,,68,69,0,0,0,,,2568230497900,2568239613900,9116000,1,yhjj870,,0
1243,4,69,0,yhjj969,2025-07-21 03:22:25.536077+00:00,2025-07-21 03:22:25.536077+00:00,,,69,70,0,0,0,,,2568239830800,2568239949800,119000,1,yhjj969,,0
1243,4,70,0,yhjj982,2025-07-21 03:22:25.538084+00:00,2025-07-21 03:22:25.538084+00:00,,,70,71,0,0,0,,,2568240196100,2568241436100,1240000,1,yhjj982,,0
1243,4,71,0,yhjj863,2025-07-21 03:22:25.540093+00:00,2025-07-21 03:22:25.540093+00:00,,,71,72,0,0,0,,,2568242277000,2568243825700,1548700,1,yhjj863,,0
1243,4,72,0,yhjj842,2025-07-21 03:22:25.542103+00:00,2025-07-21 03:22:25.542103+00:00,,,72,73,0,0,0,,,2568245304500,2568245533800,229300,1,yhjj842,,0
1243,4,73,0,yhjj977,2025-07-21 03:22:25.542103+00:00,2025-07-21 03:22:25.542103+00:00,,,73,74,0,0,0,,,2568245703600,2568245812800,109200,1,yhjj977,,0
1243,4,74,0,yhjj858,2025-07-21 03:22:25.542103+00:00,2025-07-21 03:22:25.544113+00:00,,,74,75,0,0,0,,,2568246019600,2568246137200,117600,1,yhjj858,,0
1243,4,75,0,yhjj949,2025-07-21 03:22:25.544113+00:00,2025-07-21 03:22:25.544113+00:00,,,75,76,0,0,0,,,2568246229600,2568246934300,704700,1,yhjj949,,0
1243,4,76,0,yhjj906,2025-07-21 03:22:25.544113+00:00,2025-07-21 03:22:25.544113+00:00,,,76,77,0,0,0,,,2568247078100,2568247268200,190100,1,yhjj906,,0
1243,4,77,0,yhjj928,2025-07-21 03:22:25.545866+00:00,2025-07-21 03:22:25.545866+00:00,,,77,78,0,0,0,,,2568249046400,2568249123300,76900,1,yhjj928,,0
1243,4,78,0,yhjj855,2025-07-21 03:22:25.550618+00:00,2025-07-21 03:22:25.550618+00:00,,,78,79,0,0,0,,,2568254632300,2568254693600,61300,1,yhjj855,,0
1243,4,79,0,yhjj924,2025-07-21 03:22:25.552847+00:00,2025-07-21 03:22:25.552847+00:00,,,79,80,0,0,0,,,2568255213500,2568255275300,61800,1,yhjj924,,0
1243,4,80,0,yhjj861,2025-07-21 03:22:25.552847+00:00,2025-07-21 03:22:25.552847+00:00,,,80,81,0,0,0,,,2568255351200,2568255427700,76500,1,yhjj861,,0
1243,5,81,0,yhjj929,2025-07-21 03:22:25.562880+00:00,2025-07-21 03:22:25.564886+00:00,,,81,82,0,0,0,,,2568266824600,2568266890300,65700,1,yhjj929,,0
1243,5,82,0,yhjj828,2025-07-21 03:22:25.564886+00:00,2025-07-21 03:22:25.564886+00:00,,,82,83,0,0,0,,,2568266985900,2568268170200,1184300,1,yhjj828,,0
1243,5,83,0,yhjj893,2025-07-21 03:22:25.566635+00:00,2025-07-21 03:22:25.568643+00:00,,,83,84,0,0,0,,,2568270600300,2568270926100,325800,1,yhjj893,,0
1243,5,84,0,yhjj942,2025-07-21 03:22:25.568643+00:00,2025-07-21 03:22:25.568643+00:00,,,84,85,0,0,0,,,2568271093600,2568271280600,187000,1,yhjj942,,0
1243,5,85,0,yhjj953,2025-07-21 03:22:25.568643+00:00,2025-07-21 03:22:25.573645+00:00,,,85,86,0,0,0,,,2568271508700,2568276419700,4911000,1,yhjj953,,0
1243,5,86,0,yhjj866,2025-07-21 03:22:25.573645+00:00,2025-07-21 03:22:25.573645+00:00,,,86,87,0,0,0,,,2568276898300,2568277154100,255800,1,yhjj866,,0
1243,5,87,0,yhjj931,2025-07-21 03:22:25.573645+00:00,2025-07-21 03:22:25.575653+00:00,,,87,88,0,0,0,,,2568277355100,2568278600500,1245400,1,yhjj931,,0
1243,5,88,0,yhjj879,2025-07-21 03:22:25.575653+00:00,2025-07-21 03:22:25.575653+00:00,,,88,89,0,0,0,,,2568278893400,2568279319700,426300,1,yhjj879,,0
1243,5,89,0,yhjj993,2025-07-21 03:22:25.579779+00:00,2025-07-21 03:22:25.579779+00:00,,,89,90,0,0,0,,,2568282569400,2568282636900,67500,1,yhjj993,,0
1243,5,90,0,yhjj862,2025-07-21 03:22:25.583797+00:00,2025-07-21 03:22:25.583797+00:00,,,90,91,0,0,0,,,2568286265800,2568286325100,59300,1,yhjj862,,0
1243,5,91,0,yhjj950,2025-07-21 03:22:25.585806+00:00,2025-07-21 03:22:25.585806+00:00,,,91,92,0,0,0,,,2568288405900,2568288479700,73800,1,yhjj950,,0
1243,5,92,0,yhjj888,2025-07-21 03:22:25.589566+00:00,2025-07-21 03:22:25.589566+00:00,,,92,93,0,0,0,,,2568292883900,2568292953700,69800,1,yhjj888,,0
1243,5,93,0,yhjj898,2025-07-21 03:22:25.593580+00:00,2025-07-21 03:22:25.593580+00:00,,,93,94,0,0,0,,,2568296909400,2568296971800,62400,1,yhjj898,,0
1243,5,94,0,yhjj937,2025-07-21 03:22:25.597597+00:00,2025-07-21 03:22:25.597597+00:00,,,94,95,0,0,0,,,2568299726300,2568299798800,72500,1,yhjj937,,0
1243,5,95,0,yhjj976,2025-07-21 03:22:25.597597+00:00,2025-07-21 03:22:25.597597+00:00,,,95,96,0,0,0,,,2568300607600,2568300667800,60200,1,yhjj976,,0
1243,5,96,0,yhjj910,2025-07-21 03:22:25.599603+00:00,2025-07-21 03:22:25.601612+00:00,,,96,97,0,0,0,,,2568303509900,2568303625100,115200,1,yhjj910,,0
1243,5,97,0,yhjj990,2025-07-21 03:22:25.601612+00:00,2025-07-21 03:22:25.601612+00:00,,,97,98,0,0,0,,,2568304768600,2568304848300,79700,1,yhjj990,,0
1243,5,98,0,yhjj919,2025-07-21 03:22:25.603662+00:00,2025-07-21 03:22:25.603662+00:00,,,98,99,0,0,0,,,2568307165800,2568307234000,68200,1,yhjj919,,0
1243,5,99,0,yhjj880,2025-07-21 03:22:25.607679+00:00,2025-07-21 03:22:25.607679+00:00,,,99,100,0,0,0,,,2568309881300,2568310994700,1113400,1,yhjj880,,0
1243,5,100,0,yhjj974,2025-07-21 03:22:25.617742+00:00,2025-07-21 03:22:25.617742+00:00,,,100,100,0,0,0,,,2568321451900,2568321487400,35500,1,yhjj974,,0
1243,6,101,0,yhjj926,2025-07-21 03:22:25.619748+00:00,2025-07-21 03:22:25.619748+00:00,,,100,100,0,0,0,,,2568323617900,2568323650400,32500,1,yhjj926,,0
1243,6,102,0,yhjj968,2025-07-21 03:22:25.627776+00:00,2025-07-21 03:22:25.627776+00:00,,,100,100,0,0,0,,,2568330279300,2568330321300,42000,1,yhjj968,,0
1243,6,103,0,yhjj1004,2025-07-21 03:22:25.627776+00:00,2025-07-21 03:22:25.627776+00:00,,,100,100,0,0,0,,,2568331009200,2568331037900,28700,1,yhjj1004,,0
1243,6,104,0,yhjj951,2025-07-21 03:22:25.631791+00:00,2025-07-21 03:22:25.631791+00:00,,,100,100,0,0,0,,,2568335292000,2568335332100,40100,1,yhjj951,,0
1243,6,105,0,yhjj983,2025-07-21 03:22:25.633540+00:00,2025-07-21 03:22:25.633540+00:00,,,100,100,0,0,0,,,2568335691400,2568335788500,97100,1,yhjj983,,0
1243,6,106,0,yhjj873,2025-07-21 03:22:25.635548+00:00,2025-07-21 03:22:25.635548+00:00,,,100,100,0,0,0,,,2568338779500,2568338822500,43000,1,yhjj873,,0
1243,6,107,0,yhjj1011,2025-07-21 03:22:25.637555+00:00,2025-07-21 03:22:25.637555+00:00,,,100,100,0,0,0,,,2568340659600,2568340753000,93400,1,yhjj1011,,0
1243,6,108,0,yhjj884,2025-07-21 03:22:25.637555+00:00,2025-07-21 03:22:25.637555+00:00,,,100,100,0,0,0,,,2568340938200,2568341147900,209700,1,yhjj884,,0
1243,6,109,0,yhjj943,2025-07-21 03:22:25.639563+00:00,2025-07-21 03:22:25.639563+00:00,,,100,100,0,0,0,,,2568343236600,2568343272400,35800,1,yhjj943,,0
1243,6,110,0,yhjj987,2025-07-21 03:22:25.643577+00:00,2025-07-21 03:22:25.643577+00:00,,,100,100,0,0,0,,,2568346985000,2568347036300,51300,1,yhjj987,,0
1243,6,111,0,yhjj1010,2025-07-21 03:22:25.643577+00:00,2025-07-21 03:22:25.643577+00:00,,,100,100,0,0,0,,,2568347226100,2568347472800,246700,1,yhjj1010,,0
1243,6,112,0,yhjj856,2025-07-21 03:22:25.647591+00:00,2025-07-21 03:22:25.647591+00:00,,,100,100,0,0,0,,,2568350856800,2568350896900,40100,1,yhjj856,,0
1243,6,113,0,yhjj902,2025-07-21 03:22:25.651347+00:00,2025-07-21 03:22:25.651347+00:00,,,100,100,0,0,0,,,2568353312100,2568353350700,38600,1,yhjj902,,0
1243,6,114,0,yhjj920,2025-07-21 03:22:25.653356+00:00,2025-07-21 03:22:25.653356+00:00,,,100,100,0,0,0,,,2568355322100,2568355398300,76200,1,yhjj920,,0
1243,6,115,0,yhjj911,2025-07-21 03:22:25.655362+00:00,2025-07-21 03:22:25.655362+00:00,,,100,100,0,0,0,,,2568357339200,2568357385500,46300,1,yhjj911,,0
1243,6,116,0,yhjj991,2025-07-21 03:22:25.655362+00:00,2025-07-21 03:22:25.655362+00:00,,,100,100,0,0,0,,,2568358645600,2568358682600,37000,1,yhjj991,,0
1243,6,117,0,yhjj984,2025-07-21 03:22:25.659375+00:00,2025-07-21 03:22:25.659375+00:00,,,100,100,0,0,0,,,2568363244000,2568363271500,27500,1,yhjj984,,0
1243,6,118,0,yhjj916,2025-07-21 03:22:25.667147+00:00,2025-07-21 03:22:25.667147+00:00,,,100,100,0,0,0,,,2568369425400,2568369503800,78400,1,yhjj916,,0
1243,6,119,0,yhjj894,2025-07-21 03:22:25.667147+00:00,2025-07-21 03:22:25.667147+00:00,,,100,100,0,0,0,,,2568370895600,2568370928700,33100,1,yhjj894,,0
1243,6,120,0,yhjj900,2025-07-21 03:22:25.669155+00:00,2025-07-21 03:22:25.669155+00:00,,,100,100,0,0,0,,,2568371873100,2568371993700,120600,1,yhjj900,,0
1243,7,121,0,yhjj962,2025-07-21 03:22:25.669155+00:00,2025-07-21 03:22:25.673168+00:00,,,100,100,0,0,0,,,2568372922700,2568375785100,2862400,1,yhjj962,,0
1243,7,122,0,yhjj955,2025-07-21 03:22:25.673168+00:00,2025-07-21 03:22:25.673168+00:00,,,100,100,0,0,0,,,2568375973700,2568376025000,51300,1,yhjj955,,0
1243,7,123,0,yhjj1001,2025-07-21 03:22:25.673168+00:00,2025-07-21 03:22:25.673168+00:00,,,100,100,0,0,0,,,2568376917800,2568376943700,25900,1,yhjj1001,,0
1243,7,124,0,yhjj909,2025-07-21 03:22:25.673168+00:00,2025-07-21 03:22:25.675175+00:00,,,100,100,0,0,0,,,2568377108300,2568377337900,229600,1,yhjj909,,0
1243,7,125,0,yhjj948,2025-07-21 03:22:25.675175+00:00,2025-07-21 03:22:25.675175+00:00,,,100,100,0,0,0,,,2568377830500,2568377906900,76400,1,yhjj948,,0
1243,7,126,0,yhjj844,2025-07-21 03:22:25.675175+00:00,2025-07-21 03:22:25.675175+00:00,,,100,100,0,0,0,,,2568377971500,2568378033100,61600,1,yhjj844,,0
1243,7,127,0,yhjj956,2025-07-21 03:22:25.675175+00:00,2025-07-21 03:22:25.675175+00:00,,,100,100,0,0,0,,,2568378153900,2568378204300,50400,1,yhjj956,,0
1243,7,128,0,yhjj981,2025-07-21 03:22:25.675175+00:00,2025-07-21 03:22:25.677181+00:00,,,100,100,0,0,0,,,2568378902400,2568379468800,566400,1,yhjj981,,0
1243,7,129,0,yhjj864,2025-07-21 03:22:25.677181+00:00,2025-07-21 03:22:25.677181+00:00,,,100,100,0,0,0,,,2568379701900,2568379798700,96800,1,yhjj864,,0
1243,7,130,0,yhjj1018,2025-07-21 03:22:25.677181+00:00,2025-07-21 03:22:25.677181+00:00,,,100,100,0,0,0,,,2568379887500,2568379936800,49300,1,yhjj1018,,0
1243,7,131,0,yhjj869,2025-07-21 03:22:25.677181+00:00,2025-07-21 03:22:25.677181+00:00,,,100,100,0,0,0,,,2568380835500,2568380930000,94500,1,yhjj869,,0
1243,7,132,0,yhjj998,2025-07-21 03:22:25.679187+00:00,2025-07-21 03:22:25.679187+00:00,,,100,100,0,0,0,,,2568381197500,2568381230800,33300,1,yhjj998,,0
1243,7,133,0,yhjj971,2025-07-21 03:22:25.680935+00:00,2025-07-21 03:22:25.680935+00:00,,,100,100,0,0,0,,,2568384064400,2568384096200,31800,1,yhjj971,,0
1243,7,134,0,yhjj944,2025-07-21 03:22:25.682940+00:00,2025-07-21 03:22:25.682940+00:00,,,100,100,0,0,0,,,2568384920200,2568385233100,312900,1,yhjj944,,0
1243,7,135,0,yhjj992,2025-07-21 03:22:25.682940+00:00,2025-07-21 03:22:25.682940+00:00,,,100,100,0,0,0,,,2568386369900,2568386564400,194500,1,yhjj992,,0
1243,7,136,0,yhjj980,2025-07-21 03:22:25.686951+00:00,2025-07-21 03:22:25.686951+00:00,,,100,100,0,0,0,,,2568389332400,2568389371600,39200,1,yhjj980,,0
1243,7,137,0,yhjj1000,2025-07-21 03:22:25.688957+00:00,2025-07-21 03:22:25.688957+00:00,,,100,100,0,0,0,,,2568391392100,2568391433800,41700,1,yhjj1000,,0
1243,7,138,0,yhjj839,2025-07-21 03:22:25.688957+00:00,2025-07-21 03:22:25.688957+00:00,,,100,100,0,0,0,,,2568392117900,2568392153600,35700,1,yhjj839,,0
1243,7,139,0,yhjj933,2025-07-21 03:22:25.690964+00:00,2025-07-21 03:22:25.690964+00:00,,,100,100,0,0,0,,,2568393407900,2568393447700,39800,1,yhjj933,,0
1243,7,140,0,yhjj913,2025-07-21 03:22:25.690964+00:00,2025-07-21 03:22:25.690964+00:00,,,100,100,0,0,0,,,2568393880200,2568393917500,37300,1,yhjj913,,0
1243,8,141,0,yhjj917,2025-07-21 03:22:25.692970+00:00,2025-07-21 03:22:25.692970+00:00,,,100,100,0,0,0,,,2568395019000,2568395058600,39600,1,yhjj917,,0
1243,8,142,0,yhjj891,2025-07-21 03:22:25.692970+00:00,2025-07-21 03:22:25.692970+00:00,,,100,100,0,0,0,,,2568396679600,2568396836400,156800,1,yhjj891,,0
