roomNumber,bin,room_entry_sequence,user_id,prev_entry_time,curr_entry_time,prev_people,curr_people,expected_people,max_people,anomaly_type,over_capacity_amount,over_capacity_curr,over_capacity_max,true_critical_section_start,true_critical_section_end,true_critical_section_duration,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,true_critical_section_duration_nanos,contention_group_size,contention_user_ids,intervening_users_in_critical_section,intervening_user_count_critical
1181,1,18,yhjj869,2025-07-17 08:52:18.828753+00:00,2025-07-17 08:52:18.829753+00:00,18,19,19.0,100,,0,0,0,,,,26920549819700,26920550812500,992800,1,yhjj869,,0
1181,1,19,yhjj880,2025-07-17 08:52:18.833752+00:00,2025-07-17 08:52:18.834754+00:00,19,20,20.0,100,,0,0,0,,,,26920554752600,26920555506000,753400,1,yhjj880,,0
1181,1,20,yhjj976,2025-07-17 08:52:18.835753+00:00,2025-07-17 08:52:18.835753+00:00,20,21,21.0,100,,0,0,0,,,,26920556298300,26920556735700,437400,1,yhjj976,,0
1181,2,21,yhjj821,2025-07-17 08:52:18.835753+00:00,2025-07-17 08:52:18.836753+00:00,21,22,22.0,100,,0,0,0,,,,26920556868100,26920557112800,244700,1,yhjj821,,0
1181,2,22,yhjj900,2025-07-17 08:52:18.839752+00:00,2025-07-17 08:52:18.839752+00:00,22,23,23.0,100,,0,0,0,,,,26920560616900,26920560762200,145300,1,yhjj900,,0
1181,2,23,yhjj845,2025-07-17 08:52:18.842753+00:00,2025-07-17 08:52:18.843753+00:00,23,24,24.0,100,,0,0,0,,,,26920563470400,26920563993900,523500,1,yhjj845,,0
1181,2,24,yhjj838,2025-07-17 08:52:18.859753+00:00,2025-07-17 08:52:18.859753+00:00,24,25,25.0,100,,0,0,0,,,,26920580488000,26920580626300,138300,1,yhjj838,,0
1181,2,25,yhjj1009,2025-07-17 08:52:18.859753+00:00,2025-07-17 08:52:18.860754+00:00,25,26,26.0,100,,0,0,0,,,,26920580697200,26920581782500,1085300,1,yhjj1009,,0
1181,2,26,yhjj833,2025-07-17 08:52:18.861753+00:00,2025-07-17 08:52:18.861753+00:00,26,27,27.0,100,,0,0,0,,,,26920582237400,26920582371600,134200,1,yhjj833,,0
1181,2,27,yhjj826,2025-07-17 08:52:18.861753+00:00,2025-07-17 08:52:18.863752+00:00,27,28,28.0,100,,0,0,0,,,,26920582577000,26920584919300,2342300,1,yhjj826,,0
1181,2,28,yhjj822,2025-07-17 08:52:18.864754+00:00,2025-07-17 08:52:18.864754+00:00,28,29,29.0,100,,0,0,0,,,,26920585651400,26920585806200,154800,1,yhjj822,,0
1181,2,29,yhjj1008,2025-07-17 08:52:18.865753+00:00,2025-07-17 08:52:18.865753+00:00,29,30,30.0,100,,0,0,0,,,,26920586006700,26920586229400,222700,1,yhjj1008,,0
1181,2,30,yhjj1011,2025-07-17 08:52:18.874754+00:00,2025-07-17 08:52:18.874754+00:00,30,31,31.0,100,,0,0,0,,,,26920595671500,26920595882900,211400,1,yhjj1011,,0
1181,2,31,yhjj859,2025-07-17 08:52:18.877753+00:00,2025-07-17 08:52:18.878755+00:00,31,32,32.0,100,,0,0,0,,,,26920598559400,26920599059800,500400,1,yhjj859,,0
1181,2,32,yhjj825,2025-07-17 08:52:18.878755+00:00,2025-07-17 08:52:18.878755+00:00,32,33,33.0,100,,0,0,0,,,,26920599379500,26920599478500,99000,1,yhjj825,,0
1181,2,33,yhjj932,2025-07-17 08:52:18.878755+00:00,2025-07-17 08:52:18.878755+00:00,33,34,34.0,100,,0,0,0,,,,26920599786300,26920599869200,82900,1,yhjj932,,0
1181,2,34,yhjj901,2025-07-17 08:52:18.879752+00:00,2025-07-17 08:52:18.879752+00:00,34,35,35.0,100,,0,0,0,,,,26920599931300,26920600088300,157000,1,yhjj901,,0
1181,2,35,yhjj860,2025-07-17 08:52:18.879752+00:00,2025-07-17 08:52:18.879752+00:00,35,36,36.0,100,,0,0,0,,,,26920600593100,26920600915500,322400,1,yhjj860,,0
1181,2,36,yhjj861,2025-07-17 08:52:18.881753+00:00,2025-07-17 08:52:18.882754+00:00,36,37,37.0,100,,0,0,0,,,,26920601995200,26920603063500,1068300,1,yhjj861,,0
1181,2,37,yhjj921,2025-07-17 08:52:18.882754+00:00,2025-07-17 08:52:18.882754+00:00,37,38,38.0,100,,0,0,0,,,,26920603514200,26920603712300,198100,1,yhjj921,,0
1181,2,38,yhjj915,2025-07-17 08:52:18.882754+00:00,2025-07-17 08:52:18.882754+00:00,38,39,39.0,100,,0,0,0,,,,26920603766800,26920603877400,110600,1,yhjj915,,0
1181,2,39,yhjj823,2025-07-17 08:52:18.913864+00:00,2025-07-17 08:52:18.913864+00:00,39,40,40.0,100,,0,0,0,,,,26920634834300,26920634895700,61400,1,yhjj823,,0
1181,2,40,yhjj890,2025-07-17 08:52:18.914866+00:00,2025-07-17 08:52:18.914866+00:00,40,41,41.0,100,,0,0,0,,,,26920635110500,26920635211400,100900,1,yhjj890,,0
1181,3,41,yhjj934,2025-07-17 08:52:18.914866+00:00,2025-07-17 08:52:18.914866+00:00,41,42,42.0,100,,0,0,0,,,,26920635353300,26920635717200,363900,1,yhjj934,,0
1181,3,42,yhjj830,2025-07-17 08:52:18.915864+00:00,2025-07-17 08:52:18.915864+00:00,42,43,43.0,100,,0,0,0,,,,26920636474100,26920636575100,101000,1,yhjj830,,0
1181,3,43,yhjj1016,2025-07-17 08:52:18.916866+00:00,2025-07-17 08:52:18.918868+00:00,43,44,44.0,100,,0,0,0,,,,26920637955400,26920639306100,1350700,1,yhjj1016,,0
1181,3,44,yhjj892,2025-07-17 08:52:18.918868+00:00,2025-07-17 08:52:18.918868+00:00,44,45,45.0,100,,0,0,0,,,,26920639389300,26920639707000,317700,1,yhjj892,,0
1181,3,45,yhjj862,2025-07-17 08:52:18.918868+00:00,2025-07-17 08:52:18.918868+00:00,45,46,46.0,100,,0,0,0,,,,26920639750900,26920639939100,188200,1,yhjj862,,0
1181,3,46,yhjj906,2025-07-17 08:52:18.919863+00:00,2025-07-17 08:52:18.919863+00:00,46,47,47.0,100,,0,0,0,,,,26920640136400,26920640253500,117100,1,yhjj906,,0
1181,3,47,yhjj844,2025-07-17 08:52:18.919863+00:00,2025-07-17 08:52:18.919863+00:00,47,48,48.0,100,,0,0,0,,,,26920640400700,26920640477600,76900,1,yhjj844,,0
1181,3,48,yhjj941,2025-07-17 08:52:18.919863+00:00,2025-07-17 08:52:18.919863+00:00,48,49,49.0,100,,0,0,0,,,,26920640634600,26920640882000,247400,1,yhjj941,,0
1181,3,49,yhjj849,2025-07-17 08:52:18.920867+00:00,2025-07-17 08:52:18.921864+00:00,49,50,50.0,100,,0,0,0,,,,26920641985400,26920642204800,219400,1,yhjj849,,0
1181,3,50,yhjj918,2025-07-17 08:52:18.921864+00:00,2025-07-17 08:52:18.921864+00:00,50,51,51.0,100,,0,0,0,,,,26920642472400,26920642571900,99500,1,yhjj918,,0
1181,3,51,yhjj841,2025-07-17 08:52:18.921864+00:00,2025-07-17 08:52:18.921864+00:00,51,52,52.0,100,,0,0,0,,,,26920642877900,26920642927300,49400,1,yhjj841,,0
1181,3,52,yhjj847,2025-07-17 08:52:18.922866+00:00,2025-07-17 08:52:18.922866+00:00,52,53,53.0,100,,0,0,0,,,,26920643784300,26920643947300,163000,1,yhjj847,,0
1181,3,53,yhjj902,2025-07-17 08:52:18.923865+00:00,2025-07-17 08:52:18.923865+00:00,53,54,54.0,100,,0,0,0,,,,26920644227400,26920644305400,78000,1,yhjj902,,0
1181,3,54,yhjj928,2025-07-17 08:52:18.923865+00:00,2025-07-17 08:52:18.925865+00:00,54,55,55.0,100,,0,0,0,,,,26920644578500,26920646508000,1929500,1,yhjj928,,0
1181,3,55,yhjj852,2025-07-17 08:52:18.925865+00:00,2025-07-17 08:52:18.925865+00:00,55,56,56.0,100,,0,0,0,,,,26920646612700,26920646706800,94100,1,yhjj852,,0
1181,3,56,yhjj873,2025-07-17 08:52:18.925865+00:00,2025-07-17 08:52:18.926866+00:00,56,57,57.0,100,,0,0,0,,,,26920646852200,26920647588500,736300,1,yhjj873,,0
1181,3,57,yhjj842,2025-07-17 08:52:18.926866+00:00,2025-07-17 08:52:18.926866+00:00,57,58,58.0,100,,0,0,0,,,,26920647779100,26920647927100,148000,1,yhjj842,,0
1181,3,58,yhjj848,2025-07-17 08:52:18.927865+00:00,2025-07-17 08:52:18.927865+00:00,58,59,59.0,100,,0,0,0,,,,26920648436000,26920648551800,115800,1,yhjj848,,0
1181,3,59,yhjj885,2025-07-17 08:52:18.927865+00:00,2025-07-17 08:52:18.928866+00:00,59,60,60.0,100,,0,0,0,,,,26920648950600,26920649047100,96500,1,yhjj885,,0
1181,3,60,yhjj840,2025-07-17 08:52:18.930866+00:00,2025-07-17 08:52:18.930866+00:00,60,61,61.0,100,,0,0,0,,,,26920651411400,26920651592700,181300,1,yhjj840,,0
1181,4,61,yhjj926,2025-07-17 08:52:18.930866+00:00,2025-07-17 08:52:18.930866+00:00,61,62,62.0,100,,0,0,0,,,,26920651723500,26920651908600,185100,1,yhjj926,,0
1181,4,62,yhjj837,2025-07-17 08:52:18.930866+00:00,2025-07-17 08:52:18.931864+00:00,62,63,63.0,100,,0,0,0,,,,26920651963400,26920652230500,267100,1,yhjj837,,0
1181,4,63,yhjj889,2025-07-17 08:52:18.932866+00:00,2025-07-17 08:52:18.932866+00:00,63,64,64.0,100,,0,0,0,,,,26920653130300,26920653271500,141200,1,yhjj889,,0
1181,4,64,yhjj858,2025-07-17 08:52:18.933864+00:00,2025-07-17 08:52:18.933864+00:00,64,65,65.0,100,,0,0,0,,,,26920654262600,26920654317400,54800,1,yhjj858,,0
1181,4,65,yhjj827,2025-07-17 08:52:18.933864+00:00,2025-07-17 08:52:18.933864+00:00,65,66,66.0,100,,0,0,0,,,,26920654425500,26920654498500,73000,1,yhjj827,,0
1181,4,66,yhjj877,2025-07-17 08:52:18.933864+00:00,2025-07-17 08:52:18.933864+00:00,66,67,67.0,100,,0,0,0,,,,26920654668800,26920654746300,77500,1,yhjj877,,0
1181,4,67,yhjj876,2025-07-17 08:52:18.935865+00:00,2025-07-17 08:52:18.935865+00:00,67,68,68.0,100,,0,0,0,,,,26920656887700,26920656989300,101600,1,yhjj876,,0
1181,4,68,yhjj835,2025-07-17 08:52:18.937865+00:00,2025-07-17 08:52:18.937865+00:00,68,69,69.0,100,,0,0,0,,,,26920658800600,26920658855400,54800,1,yhjj835,,0
1181,4,69,yhjj872,2025-07-17 08:52:18.946866+00:00,2025-07-17 08:52:18.946866+00:00,69,70,70.0,100,,0,0,0,,,,26920667536800,26920667589000,52200,1,yhjj872,,0
1181,4,70,yhjj994,2025-07-17 08:52:18.946866+00:00,2025-07-17 08:52:18.946866+00:00,70,71,71.0,100,,0,0,0,,,,26920667754400,26920667826300,71900,1,yhjj994,,0
1181,4,71,yhjj857,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,71,72,72.0,100,,0,0,0,,,,26920672084200,26920672164200,80000,1,yhjj857,,0
1181,4,72,yhjj895,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,72,73,73.0,100,,0,0,0,,,,26920672228100,26920672326600,98500,1,yhjj895,,0
1181,4,73,yhjj1005,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,73,74,74.0,100,,0,0,0,,,,26920672353100,26920672428100,75000,1,yhjj1005,,0
1181,4,74,yhjj982,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,74,75,75.0,100,,0,0,0,,,,26920672915000,26920673001000,86000,1,yhjj982,,0
1181,4,75,yhjj828,2025-07-17 08:52:18.954866+00:00,2025-07-17 08:52:18.954866+00:00,75,76,76.0,100,,0,0,0,,,,26920675248700,26920675296600,47900,1,yhjj828,,0
1181,4,76,yhjj923,2025-07-17 08:52:18.954866+00:00,2025-07-17 08:52:18.954866+00:00,76,77,77.0,100,,0,0,0,,,,26920675550200,26920675592100,41900,1,yhjj923,,0
1181,4,77,yhjj912,2025-07-17 08:52:18.954866+00:00,2025-07-17 08:52:18.954866+00:00,77,78,78.0,100,,0,0,0,,,,26920675958200,26920676012500,54300,1,yhjj912,,0
1181,4,78,yhjj866,2025-07-17 08:52:18.955865+00:00,2025-07-17 08:52:18.955865+00:00,78,79,79.0,100,,0,0,0,,,,26920676461300,26920676512600,51300,1,yhjj866,,0
1181,4,79,yhjj834,2025-07-17 08:52:18.956864+00:00,2025-07-17 08:52:18.956864+00:00,79,80,80.0,100,,0,0,0,,,,26920677470400,26920677532500,62100,1,yhjj834,,0
1181,4,80,yhjj868,2025-07-17 08:52:18.956864+00:00,2025-07-17 08:52:18.956864+00:00,80,81,81.0,100,,0,0,0,,,,26920677670000,26920677725800,55800,1,yhjj868,,0
1181,5,81,yhjj922,2025-07-17 08:52:18.958866+00:00,2025-07-17 08:52:18.958866+00:00,81,82,82.0,100,,0,0,0,,,,26920679185100,26920679230600,45500,1,yhjj922,,0
1181,5,82,yhjj904,2025-07-17 08:52:18.959864+00:00,2025-07-17 08:52:18.963865+00:00,82,83,83.0,100,,0,0,0,,,,26920680652400,26920684178100,3525700,1,yhjj904,,0
1181,5,83,yhjj853,2025-07-17 08:52:18.963865+00:00,2025-07-17 08:52:18.963865+00:00,83,84,84.0,100,,0,0,0,,,,26920684435500,26920684824000,388500,1,yhjj853,,0
1181,5,84,yhjj870,2025-07-17 08:52:18.964864+00:00,2025-07-17 08:52:18.964864+00:00,84,85,85.0,100,,0,0,0,,,,26920685467000,26920685544700,77700,1,yhjj870,,0
1181,5,85,yhjj919,2025-07-17 08:52:18.964864+00:00,2025-07-17 08:52:18.964864+00:00,85,86,86.0,100,,0,0,0,,,,26920685807400,26920685892500,85100,1,yhjj919,,0
1181,5,86,yhjj855,2025-07-17 08:52:18.965863+00:00,2025-07-17 08:52:18.966865+00:00,86,87,87.0,100,,0,0,0,,,,26920686801700,26920687166700,365000,1,yhjj855,,0
1181,5,87,yhjj888,2025-07-17 08:52:18.966865+00:00,2025-07-17 08:52:18.966865+00:00,87,88,88.0,100,,0,0,0,,,,26920687204500,26920687271000,66500,1,yhjj888,,0
1181,5,88,yhjj886,2025-07-17 08:52:18.966865+00:00,2025-07-17 08:52:18.966865+00:00,88,89,89.0,100,,0,0,0,,,,26920687395900,26920687467100,71200,1,yhjj886,,0
1181,5,89,yhjj955,2025-07-17 08:52:18.966865+00:00,2025-07-17 08:52:18.966865+00:00,89,90,90.0,100,,0,0,0,,,,26920687742000,26920687846200,104200,1,yhjj955,,0
1181,5,90,yhjj903,2025-07-17 08:52:18.969865+00:00,2025-07-17 08:52:18.969865+00:00,90,91,91.0,100,,0,0,0,,,,26920690049500,26920690110500,61000,1,yhjj903,,0
1181,5,91,yhjj881,2025-07-17 08:52:18.973865+00:00,2025-07-17 08:52:18.973865+00:00,91,92,92.0,100,,0,0,0,,,,26920694872900,26920694932100,59200,1,yhjj881,,0
1181,5,92,yhjj843,2025-07-17 08:52:18.974865+00:00,2025-07-17 08:52:18.974865+00:00,92,93,93.0,100,,0,0,0,,,,26920695583400,26920695624900,41500,1,yhjj843,,0
1181,5,93,yhjj850,2025-07-17 08:52:18.980864+00:00,2025-07-17 08:52:18.980864+00:00,93,94,94.0,100,,0,0,0,,,,26920701309800,26920701360100,50300,1,yhjj850,,0
1181,5,94,yhjj963,2025-07-17 08:52:18.992864+00:00,2025-07-17 08:52:18.992864+00:00,94,95,95.0,100,,0,0,0,,,,26920713046100,26920713123600,77500,1,yhjj963,,0
1181,5,95,yhjj913,2025-07-17 08:52:18.996864+00:00,2025-07-17 08:52:18.996864+00:00,95,96,96.0,100,,0,0,0,,,,26920717109400,26920717165400,56000,1,yhjj913,,0
1181,5,96,yhjj910,2025-07-17 08:52:18.996864+00:00,2025-07-17 08:52:18.996864+00:00,96,97,97.0,100,,0,0,0,,,,26920717337900,26920717423600,85700,1,yhjj910,,0
1181,5,97,yhjj916,2025-07-17 08:52:18.996864+00:00,2025-07-17 08:52:18.996864+00:00,97,98,98.0,100,,0,0,0,,,,26920717676300,26920717738500,62200,1,yhjj916,,0
1181,5,98,yhjj1003,2025-07-17 08:52:18.998866+00:00,2025-07-17 08:52:18.998866+00:00,98,99,99.0,100,,0,0,0,,,,26920719637500,26920719692800,55300,1,yhjj1003,,0
1181,5,99,yhjj883,2025-07-17 08:52:18.998866+00:00,2025-07-17 08:52:18.998866+00:00,99,100,100.0,100,,0,0,0,,,,26920719772800,26920719810900,38100,1,yhjj883,,0
1181,5,100,yhjj908,2025-07-17 08:52:19.006863+00:00,2025-07-17 08:52:19.006863+00:00,100,100,,100,,0,0,0,,,,26920727432000,26920727452100,20100,1,yhjj908,,0
1181,6,101,yhjj839,2025-07-17 08:52:19.007865+00:00,2025-07-17 08:52:19.007865+00:00,100,100,,100,,0,0,0,,,,26920728249400,26920728270400,21000,1,yhjj839,,0
1181,6,102,yhjj961,2025-07-17 08:52:19.010864+00:00,2025-07-17 08:52:19.010864+00:00,100,100,,100,,0,0,0,,,,26920731985700,26920732009600,23900,1,yhjj961,,0
1181,6,103,yhjj942,2025-07-17 08:52:19.011864+00:00,2025-07-17 08:52:19.011864+00:00,100,100,,100,,0,0,0,,,,26920732192800,26920732226600,33800,1,yhjj942,,0
1181,6,104,yhjj925,2025-07-17 08:52:19.011864+00:00,2025-07-17 08:52:19.011864+00:00,100,100,,100,,0,0,0,,,,26920732588500,26920732606400,17900,1,yhjj925,,0
1181,6,105,yhjj970,2025-07-17 08:52:19.012865+00:00,2025-07-17 08:52:19.012865+00:00,100,100,,100,,0,0,0,,,,26920733358400,26920733377900,19500,1,yhjj970,,0
1181,6,106,yhjj945,2025-07-17 08:52:19.015865+00:00,2025-07-17 08:52:19.015865+00:00,100,100,,100,,0,0,0,,,,26920736073200,26920736126700,53500,1,yhjj945,,0
1181,6,107,yhjj953,2025-07-17 08:52:19.018865+00:00,2025-07-17 08:52:19.018865+00:00,100,100,,100,,0,0,0,,,,26920739347800,26920739370000,22200,1,yhjj953,,0
1181,6,108,yhjj946,2025-07-17 08:52:19.018865+00:00,2025-07-17 08:52:19.018865+00:00,100,100,,100,,0,0,0,,,,26920739891000,26920739909400,18400,1,yhjj946,,0
1181,6,109,yhjj1007,2025-07-17 08:52:19.020866+00:00,2025-07-17 08:52:19.020866+00:00,100,100,,100,,0,0,0,,,,26920741264000,26920741287600,23600,1,yhjj1007,,0
1181,6,110,yhjj959,2025-07-17 08:52:19.029865+00:00,2025-07-17 08:52:19.029865+00:00,100,100,,100,,0,0,0,,,,26920750352700,26920750390000,37300,1,yhjj959,,0
1181,6,111,yhjj917,2025-07-17 08:52:19.032865+00:00,2025-07-17 08:52:19.032865+00:00,100,100,,100,,0,0,0,,,,26920753193200,26920753218200,25000,1,yhjj917,,0
1181,6,112,yhjj944,2025-07-17 08:52:19.037865+00:00,2025-07-17 08:52:19.037865+00:00,100,100,,100,,0,0,0,,,,26920758203100,26920758226500,23400,1,yhjj944,,0
1181,6,113,yhjj1013,2025-07-17 08:52:19.037865+00:00,2025-07-17 08:52:19.037865+00:00,100,100,,100,,0,0,0,,,,26920758866300,26920758886500,20200,1,yhjj1013,,0
1181,6,114,yhjj998,2025-07-17 08:52:19.039864+00:00,2025-07-17 08:52:19.039864+00:00,100,100,,100,,0,0,0,,,,26920760284900,26920760307300,22400,1,yhjj998,,0
1181,6,115,yhjj930,2025-07-17 08:52:19.039864+00:00,2025-07-17 08:52:19.039864+00:00,100,100,,100,,0,0,0,,,,26920760575900,26920760612600,36700,1,yhjj930,,0
1181,6,116,yhjj964,2025-07-17 08:52:19.040865+00:00,2025-07-17 08:52:19.040865+00:00,100,100,,100,,0,0,0,,,,26920761832000,26920761853900,21900,1,yhjj964,,0
1181,6,117,yhjj933,2025-07-17 08:52:19.046864+00:00,2025-07-17 08:52:19.046864+00:00,100,100,,100,,0,0,0,,,,26920767225100,26920767247300,22200,1,yhjj933,,0
1181,6,118,yhjj992,2025-07-17 08:52:19.046864+00:00,2025-07-17 08:52:19.046864+00:00,100,100,,100,,0,0,0,,,,26920767826000,26920767847700,21700,1,yhjj992,,0
1181,6,119,yhjj956,2025-07-17 08:52:19.046864+00:00,2025-07-17 08:52:19.046864+00:00,100,100,,100,,0,0,0,,,,26920767930700,26920767955000,24300,1,yhjj956,,0
1181,6,120,yhjj1004,2025-07-17 08:52:19.047866+00:00,2025-07-17 08:52:19.047866+00:00,100,100,,100,,0,0,0,,,,26920768525100,26920768544800,19700,1,yhjj1004,,0
1181,7,121,yhjj962,2025-07-17 08:52:19.047866+00:00,2025-07-17 08:52:19.047866+00:00,100,100,,100,,0,0,0,,,,26920768930600,26920768957400,26800,1,yhjj962,,0
1181,7,122,yhjj935,2025-07-17 08:52:19.049866+00:00,2025-07-17 08:52:19.049866+00:00,100,100,,100,,0,0,0,,,,26920770473500,26920770492900,19400,1,yhjj935,,0
1181,7,123,yhjj894,2025-07-17 08:52:19.049866+00:00,2025-07-17 08:52:19.049866+00:00,100,100,,100,,0,0,0,,,,26920770683700,26920770710900,27200,1,yhjj894,,0
1181,7,124,yhjj927,2025-07-17 08:52:19.051866+00:00,2025-07-17 08:52:19.051866+00:00,100,100,,100,,0,0,0,,,,26920772168400,26920772244700,76300,1,yhjj927,,0
1181,7,125,yhjj920,2025-07-17 08:52:19.052865+00:00,2025-07-17 08:52:19.052865+00:00,100,100,,100,,0,0,0,,,,26920773601400,26920773622000,20600,1,yhjj920,,0
1181,7,126,yhjj960,2025-07-17 08:52:19.053866+00:00,2025-07-17 08:52:19.053866+00:00,100,100,,100,,0,0,0,,,,26920774980700,26920775021700,41000,1,yhjj960,,0
1181,7,127,yhjj984,2025-07-17 08:52:19.056864+00:00,2025-07-17 08:52:19.056864+00:00,100,100,,100,,0,0,0,,,,26920777528200,26920777548000,19800,1,yhjj984,,0
1181,7,128,yhjj977,2025-07-17 08:52:19.056864+00:00,2025-07-17 08:52:19.056864+00:00,100,100,,100,,0,0,0,,,,26920778009200,26920778029400,20200,1,yhjj977,,0
1181,7,129,yhjj865,2025-07-17 08:52:19.057865+00:00,2025-07-17 08:52:19.057865+00:00,100,100,,100,,0,0,0,,,,26920778361700,26920778379400,17700,1,yhjj865,,0
1181,7,130,yhjj907,2025-07-17 08:52:19.059867+00:00,2025-07-17 08:52:19.059867+00:00,100,100,,100,,0,0,0,,,,26920780919900,26920780939200,19300,1,yhjj907,,0
1181,7,131,yhjj987,2025-07-17 08:52:19.060865+00:00,2025-07-17 08:52:19.060865+00:00,100,100,,100,,0,0,0,,,,26920781123100,26920781142400,19300,1,yhjj987,,0
1181,7,132,yhjj871,2025-07-17 08:52:19.061868+00:00,2025-07-17 08:52:19.061868+00:00,100,100,,100,,0,0,0,,,,26920782146600,26920782178200,31600,1,yhjj871,,0
1181,7,133,yhjj995,2025-07-17 08:52:19.061868+00:00,2025-07-17 08:52:19.061868+00:00,100,100,,100,,0,0,0,,,,26920782369400,26920782404100,34700,1,yhjj995,,0
1181,7,134,yhjj938,2025-07-17 08:52:19.062865+00:00,2025-07-17 08:52:19.062865+00:00,100,100,,100,,0,0,0,,,,26920783638700,26920783660100,21400,1,yhjj938,,0
1181,7,135,yhjj975,2025-07-17 08:52:19.063868+00:00,2025-07-17 08:52:19.063868+00:00,100,100,,100,,0,0,0,,,,26920784581700,26920784637800,56100,1,yhjj975,,0
1181,7,136,yhjj988,2025-07-17 08:52:19.064864+00:00,2025-07-17 08:52:19.064864+00:00,100,100,,100,,0,0,0,,,,26920785864600,26920785884300,19700,1,yhjj988,,0
1181,7,137,yhjj939,2025-07-17 08:52:19.064864+00:00,2025-07-17 08:52:19.064864+00:00,100,100,,100,,0,0,0,,,,26920785965000,26920786001600,36600,1,yhjj939,,0
1181,7,138,yhjj943,2025-07-17 08:52:19.065867+00:00,2025-07-17 08:52:19.065867+00:00,100,100,,100,,0,0,0,,,,26920786044700,26920786082500,37800,1,yhjj943,,0
