roomNumber,bin,user_id,prev_people,curr_people,max_people,join_result,room_entry_sequence,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,anomaly_type,over_capacity_amount,over_capacity_curr,over_capacity_max,contention_group_size,contention_user_ids
1301,1,yhjj896,18,19,100,SUCCESS,18,876783291900,876783377900,,0,0,0,1,yhjj896
1301,1,yhjj891,19,20,100,SUCCESS,19,876795740200,876795837100,,0,0,0,1,yhjj891
1301,1,yhjj922,20,21,100,SUCCESS,20,876799323200,876799416300,,0,0,0,1,yhjj922
1301,2,yhjj847,21,22,100,SUCCESS,21,876800648400,876800759900,,0,0,0,1,yhjj847
1301,2,yhjj899,22,23,100,SUCCESS,22,876801420000,876801522700,,0,0,0,1,yhjj899
1301,2,yhjj839,23,24,100,SUCCESS,23,876806909500,876807024600,,0,0,0,1,yhjj839
1301,2,yhjj846,24,25,100,SUCCESS,24,876807404100,876808683600,,0,0,0,3,"yhjj889, yhjj846, yhjj832"
1301,2,yhjj889,24,27,100,SUCCESS,25,876808094800,876809026300,,0,0,0,2,"yhjj832, yhjj889"
1301,2,yhjj832,25,26,100,SUCCESS,26,876808809500,876808898700,,0,0,0,2,"yhjj832, yhjj889"
1301,2,yhjj876,27,28,100,SUCCESS,27,876815081400,876815217700,,0,0,0,1,yhjj876
1301,2,yhjj996,28,29,100,SUCCESS,28,876818751400,876818831300,,0,0,0,1,yhjj996
1301,2,yhjj828,29,30,100,SUCCESS,29,876820544700,876820619400,,0,0,0,1,yhjj828
1301,2,yhjj845,30,31,100,SUCCESS,30,876820996700,876821067600,,0,0,0,1,yhjj845
1301,2,yhjj874,31,32,100,SUCCESS,31,876823772300,876823880300,,0,0,0,1,yhjj874
1301,2,yhjj991,32,33,100,SUCCESS,32,876824682100,876824771600,,0,0,0,1,yhjj991
1301,2,yhjj1002,33,34,100,SUCCESS,33,876829295000,876829386400,,0,0,0,1,yhjj1002
1301,2,yhjj924,34,35,100,SUCCESS,34,876830050400,876830619500,,0,0,0,1,yhjj924
1301,2,yhjj904,35,36,100,SUCCESS,35,876831232000,876831294500,,0,0,0,1,yhjj904
1301,2,yhjj1015,36,37,100,SUCCESS,36,876835170600,876835256000,,0,0,0,1,yhjj1015
1301,2,yhjj1008,37,38,100,SUCCESS,37,876835363000,876835448100,,0,0,0,1,yhjj1008
1301,2,yhjj913,38,40,100,SUCCESS,38,876843056300,876844174200,,0,0,0,2,"yhjj822, yhjj913"
1301,2,yhjj822,38,39,100,SUCCESS,39,876843426200,876843498600,,0,0,0,2,"yhjj822, yhjj913"
1301,2,yhjj912,40,41,100,SUCCESS,40,876848888100,876848958300,,0,0,0,2,"yhjj882, yhjj912"
1301,3,yhjj882,40,42,100,SUCCESS,41,876848934200,876849087300,,0,0,0,2,"yhjj882, yhjj912"
1301,3,yhjj937,42,43,100,SUCCESS,42,876849368100,876849617700,,0,0,0,2,"yhjj853, yhjj937"
1301,3,yhjj853,42,44,100,SUCCESS,43,876849465200,876849810400,,0,0,0,2,"yhjj853, yhjj937"
1301,3,yhjj994,44,45,100,SUCCESS,44,876850676600,876850835700,,0,0,0,1,yhjj994
1301,3,yhjj858,45,46,100,SUCCESS,45,876850848600,876850902900,,0,0,0,1,yhjj858
1301,3,yhjj923,46,47,100,SUCCESS,46,876852986400,876853055500,,0,0,0,1,yhjj923
1301,3,yhjj953,47,48,100,SUCCESS,47,876854516100,876854604100,,0,0,0,1,yhjj953
1301,3,yhjj870,48,49,100,SUCCESS,48,876854736700,876854811900,,0,0,0,1,yhjj870
1301,3,yhjj995,49,50,100,SUCCESS,49,876855902200,876855977600,,0,0,0,1,yhjj995
1301,3,yhjj969,50,51,100,SUCCESS,50,876858109600,876858194900,,0,0,0,1,yhjj969
1301,3,yhjj981,51,52,100,SUCCESS,51,876858234600,876858348700,,0,0,0,1,yhjj981
1301,3,yhjj886,52,53,100,SUCCESS,52,876862088800,876862251600,,0,0,0,1,yhjj886
1301,3,yhjj861,53,54,100,SUCCESS,53,876863582200,876863644300,,0,0,0,1,yhjj861
1301,3,yhjj910,54,55,100,SUCCESS,54,876865863800,876865938300,,0,0,0,1,yhjj910
1301,3,yhjj976,55,56,100,SUCCESS,55,876866697300,876866766800,,0,0,0,1,yhjj976
1301,3,yhjj857,56,57,100,SUCCESS,56,876869564000,876869630100,,0,0,0,1,yhjj857
1301,3,yhjj863,57,58,100,SUCCESS,57,876869734900,876869881300,,0,0,0,1,yhjj863
1301,3,yhjj1006,58,60,100,SUCCESS,58,876870157100,876872196700,,0,0,0,2,"yhjj952, yhjj1006"
1301,3,yhjj952,58,59,100,SUCCESS,59,876870384300,876870485400,,0,0,0,2,"yhjj952, yhjj1006"
1301,3,yhjj864,60,61,100,SUCCESS,60,876872431800,876872495800,,0,0,0,1,yhjj864
1301,4,yhjj1003,61,62,100,SUCCESS,61,876872907800,876873075400,,0,0,0,1,yhjj1003
1301,4,yhjj855,62,63,100,SUCCESS,62,876875649900,876875712100,,0,0,0,1,yhjj855
1301,4,yhjj915,63,64,100,SUCCESS,63,876875916800,876875964300,,0,0,0,1,yhjj915
1301,4,yhjj862,64,67,100,SUCCESS,64,876877006200,876878525200,,0,0,0,2,"yhjj823, yhjj862"
1301,4,yhjj928,64,65,100,SUCCESS,65,876877167500,876877230200,,0,0,0,2,"yhjj928, yhjj862"
1301,4,yhjj823,65,66,100,SUCCESS,66,876877944500,876878006100,,0,0,0,2,"yhjj823, yhjj862"
1301,4,yhjj841,67,68,100,SUCCESS,67,876880362100,876880432500,,0,0,0,1,yhjj841
1301,4,yhjj909,68,69,100,SUCCESS,68,876880754700,876880922200,,0,0,0,3,"yhjj894, yhjj909, yhjj962"
1301,4,yhjj962,68,71,100,SUCCESS,69,876880809200,876881171900,,0,0,0,2,"yhjj892, yhjj962"
1301,4,yhjj894,69,70,100,SUCCESS,70,876880878400,876881006900,,0,0,0,3,"yhjj894, yhjj909, yhjj962"
1301,4,yhjj892,70,72,100,SUCCESS,71,876881137700,876881198700,,0,0,0,2,"yhjj892, yhjj962"
1301,4,yhjj907,72,73,100,SUCCESS,72,876883062700,876883220800,,0,0,0,1,yhjj907
1301,4,yhjj885,73,75,100,SUCCESS,73,876885548300,876886056000,,0,0,0,2,"yhjj979, yhjj885"
1301,4,yhjj979,73,74,100,SUCCESS,74,876885807500,876885854100,,0,0,0,2,"yhjj979, yhjj885"
1301,4,yhjj955,75,76,100,SUCCESS,75,876886432700,876886483600,,0,0,0,1,yhjj955
1301,4,yhjj849,76,77,100,SUCCESS,76,876888733000,876888874300,,0,0,0,1,yhjj849
1301,4,yhjj992,77,78,100,SUCCESS,77,876889418600,876889478800,,0,0,0,1,yhjj992
1301,4,yhjj978,78,79,100,SUCCESS,78,876890145300,876890372900,,0,0,0,3,"yhjj884, yhjj978, yhjj844"
1301,4,yhjj884,78,81,100,SUCCESS,79,876890307300,876890686000,,0,0,0,2,"yhjj844, yhjj884"
1301,4,yhjj844,79,80,100,SUCCESS,80,876890538600,876890589500,,0,0,0,2,"yhjj844, yhjj884"
1301,5,yhjj929,81,82,100,SUCCESS,81,876895726300,876895780200,,0,0,0,1,yhjj929
1301,5,yhjj917,82,83,100,SUCCESS,82,876895914600,876895973100,,0,0,0,1,yhjj917
1301,5,yhjj946,83,84,100,SUCCESS,83,876896739300,876896846500,,0,0,0,1,yhjj946
1301,5,yhjj851,84,85,100,SUCCESS,84,876898527100,876898597800,,0,0,0,1,yhjj851
1301,5,yhjj877,85,86,100,SUCCESS,85,876899351300,876899402100,,0,0,0,1,yhjj877
1301,5,yhjj856,86,87,100,SUCCESS,86,876899829600,876899899800,,0,0,0,1,yhjj856
1301,5,yhjj911,87,88,100,SUCCESS,87,876901230400,876902237600,,0,0,0,3,"yhjj831, yhjj911, yhjj908"
1301,5,yhjj831,87,90,100,SUCCESS,88,876902201200,876903055500,,0,0,0,2,"yhjj908, yhjj831"
1301,5,yhjj908,88,89,100,SUCCESS,89,876902412400,876902459800,,0,0,0,2,"yhjj908, yhjj831"
1301,5,yhjj927,90,91,100,SUCCESS,90,876903391700,876903439800,,0,0,0,1,yhjj927
1301,5,yhjj919,91,92,100,SUCCESS,91,876907319700,876907378900,,0,0,0,1,yhjj919
1301,5,yhjj821,92,93,100,SUCCESS,92,876907512000,876907722900,,0,0,0,1,yhjj821
1301,5,yhjj916,93,99,100,SUCCESS,93,876907912000,876917082200,,0,0,0,2,"yhjj932, yhjj916"
1301,5,yhjj1014,93,94,100,SUCCESS,94,876909285700,876909356000,,0,0,0,2,"yhjj1014, yhjj916"
1301,5,yhjj961,94,95,100,SUCCESS,95,876910203800,876910267000,,0,0,0,2,"yhjj961, yhjj916"
1301,5,yhjj942,95,96,100,SUCCESS,96,876911003300,876911076700,,0,0,0,2,"yhjj942, yhjj916"
1301,5,yhjj977,96,97,100,SUCCESS,97,876914383000,876914469600,,0,0,0,2,"yhjj977, yhjj916"
1301,5,yhjj932,97,98,100,SUCCESS,98,876915069200,876915160800,,0,0,0,2,"yhjj932, yhjj916"
1301,5,yhjj898,99,100,100,SUCCESS,99,876917324600,876917376300,,0,0,0,1,yhjj898
1301,5,yhjj833,100,100,100,FAIL_OVER_CAPACITY,100,876918167400,876918257500,,0,0,0,1,yhjj833
1301,6,yhjj921,100,100,100,FAIL_OVER_CAPACITY,101,876918454000,876918502500,,0,0,0,1,yhjj921
1301,6,yhjj968,100,100,100,FAIL_OVER_CAPACITY,102,876918956700,876919002300,,0,0,0,1,yhjj968
1301,6,yhjj819,100,100,100,FAIL_OVER_CAPACITY,103,876919877300,876919930700,,0,0,0,1,yhjj819
1301,6,yhjj873,100,100,100,FAIL_OVER_CAPACITY,104,876925975300,876926075400,,0,0,0,1,yhjj873
1301,6,yhjj986,100,100,100,FAIL_OVER_CAPACITY,105,876926966100,876927347200,,0,0,0,1,yhjj986
1301,6,yhjj860,100,100,100,FAIL_OVER_CAPACITY,106,876927673700,876927873900,,0,0,0,1,yhjj860
1301,6,yhjj888,100,100,100,FAIL_OVER_CAPACITY,107,876927875000,876928011000,,0,0,0,1,yhjj888
1301,6,yhjj1000,100,100,100,FAIL_OVER_CAPACITY,108,876928802800,876928852100,,0,0,0,1,yhjj1000
1301,6,yhjj868,100,100,100,FAIL_OVER_CAPACITY,109,876931515700,876931570700,,0,0,0,1,yhjj868
1301,6,yhjj829,100,100,100,FAIL_OVER_CAPACITY,110,876933521200,876933587100,,0,0,0,1,yhjj829
1301,6,yhjj989,100,100,100,FAIL_OVER_CAPACITY,111,876935999300,876940729100,,0,0,0,1,yhjj989
1301,6,yhjj879,100,100,100,FAIL_OVER_CAPACITY,112,876941072300,876945283100,,0,0,0,2,"yhjj1018, yhjj879"
1301,6,yhjj1010,100,100,100,FAIL_OVER_CAPACITY,113,876941329600,876941378600,,0,0,0,2,"yhjj1010, yhjj879"
1301,6,yhjj963,100,100,100,FAIL_OVER_CAPACITY,114,876941589400,876941643100,,0,0,0,2,"yhjj963, yhjj879"
1301,6,yhjj1018,100,100,100,FAIL_OVER_CAPACITY,115,876943779200,876943847600,,0,0,0,2,"yhjj1018, yhjj879"
1301,6,yhjj984,100,100,100,FAIL_OVER_CAPACITY,116,876947044200,876947122800,,0,0,0,1,yhjj984
1301,6,yhjj920,100,100,100,FAIL_OVER_CAPACITY,117,876948528100,876948599600,,0,0,0,1,yhjj920
1301,6,yhjj936,100,100,100,FAIL_OVER_CAPACITY,118,876948607000,876948754100,,0,0,0,1,yhjj936
1301,6,yhjj982,100,100,100,FAIL_OVER_CAPACITY,119,876952461000,876952525100,,0,0,0,1,yhjj982
1301,6,yhjj1011,100,100,100,FAIL_OVER_CAPACITY,120,876953391800,876953446800,,0,0,0,1,yhjj1011
1301,7,yhjj871,100,100,100,FAIL_OVER_CAPACITY,121,876956009300,876956151300,,0,0,0,1,yhjj871
1301,7,yhjj993,100,100,100,FAIL_OVER_CAPACITY,122,876956989300,876957038900,,0,0,0,1,yhjj993
1301,7,yhjj951,100,100,100,FAIL_OVER_CAPACITY,123,876965503500,876965568100,,0,0,0,1,yhjj951
1301,7,yhjj838,100,100,100,FAIL_OVER_CAPACITY,124,876966554400,876966634700,,0,0,0,1,yhjj838
1301,7,yhjj950,100,100,100,FAIL_OVER_CAPACITY,125,876969948900,876970024300,,0,0,0,2,"yhjj964, yhjj950"
1301,7,yhjj964,100,100,100,FAIL_OVER_CAPACITY,126,876969965300,876970113300,,0,0,0,2,"yhjj964, yhjj950"
1301,7,yhjj959,100,100,100,FAIL_OVER_CAPACITY,127,876974634300,876974693500,,0,0,0,1,yhjj959
1301,7,yhjj983,100,100,100,FAIL_OVER_CAPACITY,128,876977412400,876981013900,,0,0,0,5,"yhjj1016, yhjj983, yhjj887, yhjj1013, yhjj850"
1301,7,yhjj867,100,100,100,FAIL_OVER_CAPACITY,129,876977521300,876977580400,,0,0,0,2,"yhjj867, yhjj983"
1301,7,yhjj890,100,100,100,FAIL_OVER_CAPACITY,130,876978870300,876979033100,,0,0,0,2,"yhjj890, yhjj983"
1301,7,yhjj1016,100,100,100,FAIL_OVER_CAPACITY,131,876980979400,876986187800,,0,0,0,2,"yhjj850, yhjj1016"
1301,7,yhjj887,100,100,100,FAIL_OVER_CAPACITY,132,876981436400,876982561600,,0,0,0,2,"yhjj887, yhjj1016"
1301,7,yhjj1013,100,100,100,FAIL_OVER_CAPACITY,133,876982962800,876983008400,,0,0,0,2,"yhjj1013, yhjj1016"
1301,7,yhjj850,100,100,100,FAIL_OVER_CAPACITY,134,876984563700,876984626800,,0,0,0,2,"yhjj850, yhjj1016"
1301,7,yhjj972,100,100,100,FAIL_OVER_CAPACITY,135,876987205200,876994217600,,0,0,0,11,"yhjj883, yhjj972, yhjj974, yhjj965, yhjj926, yhjj967, yhjj1005, yhjj940, yhjj865, yhjj941, yhjj906"
1301,7,yhjj930,100,100,100,FAIL_OVER_CAPACITY,136,876987390200,876987441400,,0,0,0,2,"yhjj930, yhjj972"
1301,7,yhjj834,100,100,100,FAIL_OVER_CAPACITY,137,876988079500,876988132000,,0,0,0,2,"yhjj834, yhjj972"
1301,7,yhjj934,100,100,100,FAIL_OVER_CAPACITY,138,876991528400,876991853200,,0,0,0,10,"yhjj974, yhjj972, yhjj934, yhjj958, yhjj1001, yhjj965, yhjj1017, yhjj883, yhjj926, yhjj967"
1301,7,yhjj881,100,100,100,FAIL_OVER_CAPACITY,139,876991545400,876991613000,,0,0,0,3,"yhjj881, yhjj972, yhjj934"
1301,7,yhjj974,100,100,100,FAIL_OVER_CAPACITY,140,876991775500,876996400600,,0,0,0,4,"yhjj967, yhjj974, yhjj965, yhjj883"
1301,8,yhjj958,100,100,100,FAIL_OVER_CAPACITY,141,876992458700,876992503700,,0,0,0,3,"yhjj958, yhjj972, yhjj974"
1301,8,yhjj1001,100,100,100,FAIL_OVER_CAPACITY,142,876992854900,876992905700,,0,0,0,3,"yhjj1001, yhjj972, yhjj974"
1301,8,yhjj965,100,100,100,FAIL_OVER_CAPACITY,143,876993263800,876998986000,,0,0,0,11,"yhjj940, yhjj965, yhjj883, yhjj865, yhjj941, yhjj906, yhjj1009, yhjj939, yhjj914, yhjj980, yhjj820"
1301,8,yhjj1017,100,100,100,FAIL_OVER_CAPACITY,144,876993946800,876993989900,,0,0,0,4,"yhjj1017, yhjj972, yhjj974, yhjj965"
1301,8,yhjj883,100,100,100,FAIL_OVER_CAPACITY,145,876994207400,877000475900,,0,0,0,4,"yhjj906, yhjj883, yhjj940, yhjj865"
1301,8,yhjj926,100,100,100,FAIL_OVER_CAPACITY,146,876995166000,876995206900,,0,0,0,4,"yhjj926, yhjj974, yhjj965, yhjj883"
1301,8,yhjj967,100,100,100,FAIL_OVER_CAPACITY,147,876995918400,876996348400,,0,0,0,4,"yhjj967, yhjj974, yhjj965, yhjj883"
1301,8,yhjj1005,100,100,100,FAIL_OVER_CAPACITY,148,876997208900,876997257800,,0,0,0,3,"yhjj1005, yhjj965, yhjj883"
1301,8,yhjj940,100,100,100,FAIL_OVER_CAPACITY,149,876998963900,877003248900,,0,0,0,5,"yhjj820, yhjj940, yhjj865, yhjj939, yhjj980"
1301,8,yhjj865,100,100,100,FAIL_OVER_CAPACITY,150,876999011700,877003761300,,0,0,0,5,"yhjj820, yhjj940, yhjj865, yhjj939, yhjj980"
1301,8,yhjj941,100,100,100,FAIL_OVER_CAPACITY,151,876999318100,876999404100,,0,0,0,4,"yhjj941, yhjj883, yhjj940, yhjj865"
1301,8,yhjj906,100,100,100,FAIL_OVER_CAPACITY,152,876999966800,877000346300,,0,0,0,4,"yhjj906, yhjj883, yhjj940, yhjj865"
1301,8,yhjj1009,100,100,100,FAIL_OVER_CAPACITY,153,877000546100,877000867200,,0,0,0,3,"yhjj1009, yhjj940, yhjj865"
1301,8,yhjj939,100,100,100,FAIL_OVER_CAPACITY,154,877001366000,877024973100,,0,0,0,5,"yhjj956, yhjj939, yhjj985, yhjj848, yhjj970"
1301,8,yhjj914,100,100,100,FAIL_OVER_CAPACITY,155,877001713300,877001764600,,0,0,0,4,"yhjj914, yhjj940, yhjj865, yhjj939"
1301,8,yhjj980,100,100,100,FAIL_OVER_CAPACITY,156,877001767500,877013343900,,0,0,0,3,"yhjj998, yhjj939, yhjj980"
1301,8,yhjj820,100,100,100,FAIL_OVER_CAPACITY,157,877001902000,877002659400,,0,0,0,5,"yhjj820, yhjj940, yhjj865, yhjj939, yhjj980"
1301,8,yhjj935,100,100,100,FAIL_OVER_CAPACITY,158,877008225200,877008294000,,0,0,0,3,"yhjj935, yhjj939, yhjj980"
1301,8,yhjj895,100,100,100,FAIL_OVER_CAPACITY,159,877008304600,877008364200,,0,0,0,3,"yhjj895, yhjj939, yhjj980"
1301,8,yhjj880,100,100,100,FAIL_OVER_CAPACITY,160,877009127800,877009176200,,0,0,0,3,"yhjj880, yhjj939, yhjj980"
1301,9,yhjj973,100,100,100,FAIL_OVER_CAPACITY,161,877009362900,877009404700,,0,0,0,3,"yhjj973, yhjj939, yhjj980"
1301,9,yhjj998,100,100,100,FAIL_OVER_CAPACITY,162,877011508000,877011585200,,0,0,0,3,"yhjj998, yhjj939, yhjj980"
1301,9,yhjj854,100,100,100,FAIL_OVER_CAPACITY,163,877014820200,877014877100,,0,0,0,2,"yhjj854, yhjj939"
1301,9,yhjj824,100,100,100,FAIL_OVER_CAPACITY,164,877016011000,877016064000,,0,0,0,2,"yhjj824, yhjj939"
1301,9,yhjj985,100,100,100,FAIL_OVER_CAPACITY,165,877016553200,877027508200,,0,0,0,5,"yhjj900, yhjj985, yhjj848, yhjj970, yhjj947"
1301,9,yhjj999,100,100,100,FAIL_OVER_CAPACITY,166,877016649500,877017019000,,0,0,0,29,"yhjj848, yhjj939, yhjj985, yhjj999, yhjj925, yhjj1012, yhjj1004, yhjj901, yhjj869, yhjj949, yhjj970, yhjj971, yhjj957, yhjj1007, yhjj956, yhjj990, yhjj945, yhjj905, yhjj947, yhjj900, yhjj835, yhjj960, yhjj931, yhjj966, yhjj866, yhjj997, yhjj944, yhjj948, yhjj943"
1301,9,yhjj848,100,100,100,FAIL_OVER_CAPACITY,167,877016754300,877031079200,,0,0,0,10,"yhjj943, yhjj848, yhjj970, yhjj947, yhjj966, yhjj944, yhjj948, yhjj878, yhjj938, yhjj975"
1301,9,yhjj925,100,100,100,FAIL_OVER_CAPACITY,168,877017227100,877017264300,,0,0,0,4,"yhjj925, yhjj939, yhjj985, yhjj848"
1301,9,yhjj1012,100,100,100,FAIL_OVER_CAPACITY,169,877018142600,877018185700,,0,0,0,4,"yhjj1012, yhjj939, yhjj985, yhjj848"
1301,9,yhjj1004,100,100,100,FAIL_OVER_CAPACITY,170,877018403800,877018521600,,0,0,0,4,"yhjj1004, yhjj939, yhjj985, yhjj848"
1301,9,yhjj901,100,100,100,FAIL_OVER_CAPACITY,171,877018563300,877018626000,,0,0,0,4,"yhjj901, yhjj939, yhjj985, yhjj848"
1301,9,yhjj869,100,100,100,FAIL_OVER_CAPACITY,172,877018653700,877018737500,,0,0,0,4,"yhjj869, yhjj939, yhjj985, yhjj848"
1301,9,yhjj949,100,100,100,FAIL_OVER_CAPACITY,173,877018908800,877018948700,,0,0,0,4,"yhjj949, yhjj939, yhjj985, yhjj848"
1301,9,yhjj970,100,100,100,FAIL_OVER_CAPACITY,174,877020218200,877031882800,,0,0,0,13,"yhjj975, yhjj970, yhjj947, yhjj966, yhjj944, yhjj948, yhjj943, yhjj938, yhjj988, yhjj987, yhjj875, yhjj933, yhjj918"
1301,9,yhjj971,100,100,100,FAIL_OVER_CAPACITY,175,877020885700,877020952700,,0,0,0,5,"yhjj971, yhjj939, yhjj985, yhjj848, yhjj970"
1301,9,yhjj957,100,100,100,FAIL_OVER_CAPACITY,176,877021612700,877021662700,,0,0,0,5,"yhjj957, yhjj939, yhjj985, yhjj848, yhjj970"
1301,9,yhjj1007,100,100,100,FAIL_OVER_CAPACITY,177,877022175900,877022663300,,0,0,0,5,"yhjj1007, yhjj939, yhjj985, yhjj848, yhjj970"
1301,9,yhjj956,100,100,100,FAIL_OVER_CAPACITY,178,877024689100,877024786500,,0,0,0,5,"yhjj956, yhjj939, yhjj985, yhjj848, yhjj970"
1301,9,yhjj990,100,100,100,FAIL_OVER_CAPACITY,179,877025372000,877025412800,,0,0,0,4,"yhjj990, yhjj985, yhjj848, yhjj970"
1301,9,yhjj945,100,100,100,FAIL_OVER_CAPACITY,180,877025697400,877025744500,,0,0,0,4,"yhjj945, yhjj985, yhjj848, yhjj970"
1301,10,yhjj905,100,100,100,FAIL_OVER_CAPACITY,181,877025902500,877025957200,,0,0,0,4,"yhjj905, yhjj985, yhjj848, yhjj970"
1301,10,yhjj947,100,100,100,FAIL_OVER_CAPACITY,182,877026231700,877034149400,,0,0,0,5,"yhjj875, yhjj947, yhjj944, yhjj948, yhjj975"
1301,10,yhjj900,100,100,100,FAIL_OVER_CAPACITY,183,877027000500,877027055900,,0,0,0,5,"yhjj900, yhjj985, yhjj848, yhjj970, yhjj947"
1301,10,yhjj835,100,100,100,FAIL_OVER_CAPACITY,184,877027578700,877027618300,,0,0,0,4,"yhjj835, yhjj848, yhjj970, yhjj947"
1301,10,yhjj960,100,100,100,FAIL_OVER_CAPACITY,185,877028827000,877028964600,,0,0,0,5,"yhjj931, yhjj848, yhjj970, yhjj947, yhjj960"
1301,10,yhjj931,100,100,100,FAIL_OVER_CAPACITY,186,877028877200,877028925400,,0,0,0,5,"yhjj931, yhjj848, yhjj970, yhjj947, yhjj960"
1301,10,yhjj966,100,100,100,FAIL_OVER_CAPACITY,187,877028998400,877031505700,,0,0,0,13,"yhjj975, yhjj970, yhjj947, yhjj966, yhjj944, yhjj948, yhjj943, yhjj938, yhjj988, yhjj987, yhjj875, yhjj933, yhjj918"
1301,10,yhjj866,100,100,100,FAIL_OVER_CAPACITY,188,877029301700,877029548000,,0,0,0,5,"yhjj866, yhjj848, yhjj970, yhjj947, yhjj966"
1301,10,yhjj997,100,100,100,FAIL_OVER_CAPACITY,189,877030121700,877030222400,,0,0,0,5,"yhjj997, yhjj848, yhjj970, yhjj947, yhjj966"
1301,10,yhjj944,100,100,100,FAIL_OVER_CAPACITY,190,877030982200,877034081600,,0,0,0,5,"yhjj875, yhjj947, yhjj944, yhjj948, yhjj975"
1301,10,yhjj948,100,100,100,FAIL_OVER_CAPACITY,191,877031015500,877034206000,,0,0,0,5,"yhjj875, yhjj947, yhjj944, yhjj948, yhjj975"
1301,10,yhjj943,100,100,100,FAIL_OVER_CAPACITY,192,877031067400,877031928600,,0,0,0,13,"yhjj975, yhjj970, yhjj947, yhjj966, yhjj944, yhjj948, yhjj943, yhjj938, yhjj988, yhjj987, yhjj875, yhjj933, yhjj918"
1301,10,yhjj878,100,100,100,FAIL_OVER_CAPACITY,193,877031213200,877031260000,,0,0,0,7,"yhjj878, yhjj970, yhjj947, yhjj966, yhjj944, yhjj948, yhjj943"
1301,10,yhjj938,100,100,100,FAIL_OVER_CAPACITY,194,877031329500,877033411100,,0,0,0,6,"yhjj988, yhjj947, yhjj944, yhjj948, yhjj938, yhjj975"
1301,10,yhjj975,100,100,100,FAIL_OVER_CAPACITY,195,877031438400,877035068500,,0,0,0,2,"yhjj918, yhjj975"
1301,10,yhjj988,100,100,100,FAIL_OVER_CAPACITY,196,877032898900,877032960400,,0,0,0,6,"yhjj988, yhjj947, yhjj944, yhjj948, yhjj938, yhjj975"
1301,10,yhjj987,100,100,100,FAIL_OVER_CAPACITY,197,877033615500,877033857900,,0,0,0,5,"yhjj987, yhjj947, yhjj944, yhjj948, yhjj975"
1301,10,yhjj875,100,100,100,FAIL_OVER_CAPACITY,198,877033977300,877034334100,,0,0,0,5,"yhjj875, yhjj947, yhjj944, yhjj948, yhjj975"
1301,10,yhjj933,100,100,100,FAIL_OVER_CAPACITY,199,877034604500,877034653300,,0,0,0,2,"yhjj933, yhjj975"
1301,10,yhjj918,100,100,100,FAIL_OVER_CAPACITY,200,877035025800,877035587500,,0,0,0,2,"yhjj918, yhjj975"
1302,1,yhjj830,1,2,100,SUCCESS,1,1038227469400,1038228063200,,0,0,0,1,yhjj830
1302,1,yhjj832,2,3,100,SUCCESS,2,1038228521100,1038228676400,,0,0,0,1,yhjj832
1302,1,yhjj893,3,4,100,SUCCESS,3,1038230991599,1038231143600,,0,0,0,1,yhjj893
1302,1,yhjj865,4,5,100,SUCCESS,4,1038237908399,1038238052600,,0,0,0,1,yhjj865
1302,1,yhjj840,5,6,100,SUCCESS,5,1038242424600,1038242834500,,0,0,0,1,yhjj840
1302,1,yhjj899,6,7,100,SUCCESS,6,1038245637000,1038245809999,,0,0,0,1,yhjj899
1302,1,yhjj866,7,8,100,SUCCESS,7,1038246530500,1038246642600,,0,0,0,1,yhjj866
