roomNumber,bin,user_id,prev_people,curr_people,expected_people,max_people,prev_entry_time,curr_entry_time,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,anomaly_type,room_entry_sequence,lost_update_expected,lost_update_actual,lost_update_diff,contention_group_size,contention_user_ids,over_capacity_amount,over_capacity_curr,over_capacity_max,expected_curr_by_sequence,actual_curr_people,curr_sequence_diff,sorted_sequence_position,intervening_users_in_critical_section,intervening_user_count_critical,true_critical_section_duration_nanos
1181,1,yhjj846,15,16,16.0,100,2025-07-17 08:52:18.825754+00:00,2025-07-17 08:52:18.825754+00:00,26920546476800,26920546619500,,15,0,0,0,1,yhjj846,0,0,0,0,0,0,0,,0,142700
1181,1,yhjj874,16,17,17.0,100,2025-07-17 08:52:18.826754+00:00,2025-07-17 08:52:18.826754+00:00,26920547434400,26920547624600,,16,0,0,0,1,yhjj874,0,0,0,0,0,0,0,,0,190200
1181,1,yhjj996,17,18,18.0,100,2025-07-17 08:52:18.827752+00:00,2025-07-17 08:52:18.827752+00:00,26920548015200,26920548334600,,17,0,0,0,1,yhjj996,0,0,0,0,0,0,0,,0,319400
1181,1,yhjj869,18,19,19.0,100,2025-07-17 08:52:18.828753+00:00,2025-07-17 08:52:18.829753+00:00,26920549819700,26920550812500,,18,0,0,0,1,yhjj869,0,0,0,0,0,0,0,,0,992800
1181,1,yhjj880,19,20,20.0,100,2025-07-17 08:52:18.833752+00:00,2025-07-17 08:52:18.834754+00:00,26920554752600,26920555506000,,19,0,0,0,1,yhjj880,0,0,0,0,0,0,0,,0,753400
1181,1,yhjj976,20,21,21.0,100,2025-07-17 08:52:18.835753+00:00,2025-07-17 08:52:18.835753+00:00,26920556298300,26920556735700,,20,0,0,0,1,yhjj976,0,0,0,0,0,0,0,,0,437400
1181,2,yhjj821,21,22,22.0,100,2025-07-17 08:52:18.835753+00:00,2025-07-17 08:52:18.836753+00:00,26920556868100,26920557112800,,21,0,0,0,1,yhjj821,0,0,0,0,0,0,0,,0,244700
1181,2,yhjj900,22,23,23.0,100,2025-07-17 08:52:18.839752+00:00,2025-07-17 08:52:18.839752+00:00,26920560616900,26920560762200,,22,0,0,0,1,yhjj900,0,0,0,0,0,0,0,,0,145300
1181,2,yhjj845,23,24,24.0,100,2025-07-17 08:52:18.842753+00:00,2025-07-17 08:52:18.843753+00:00,26920563470400,26920563993900,,23,0,0,0,1,yhjj845,0,0,0,0,0,0,0,,0,523500
1181,2,yhjj838,24,25,25.0,100,2025-07-17 08:52:18.859753+00:00,2025-07-17 08:52:18.859753+00:00,26920580488000,26920580626300,,24,0,0,0,1,yhjj838,0,0,0,0,0,0,0,,0,138300
1181,2,yhjj1009,25,26,26.0,100,2025-07-17 08:52:18.859753+00:00,2025-07-17 08:52:18.860754+00:00,26920580697200,26920581782500,,25,0,0,0,1,yhjj1009,0,0,0,0,0,0,0,,0,1085300
1181,2,yhjj833,26,27,27.0,100,2025-07-17 08:52:18.861753+00:00,2025-07-17 08:52:18.861753+00:00,26920582237400,26920582371600,,26,0,0,0,1,yhjj833,0,0,0,0,0,0,0,,0,134200
1181,2,yhjj826,27,28,28.0,100,2025-07-17 08:52:18.861753+00:00,2025-07-17 08:52:18.863752+00:00,26920582577000,26920584919300,,27,0,0,0,1,yhjj826,0,0,0,0,0,0,0,,0,2342300
1181,2,yhjj822,28,29,29.0,100,2025-07-17 08:52:18.864754+00:00,2025-07-17 08:52:18.864754+00:00,26920585651400,26920585806200,,28,0,0,0,1,yhjj822,0,0,0,0,0,0,0,,0,154800
1181,2,yhjj1008,29,30,30.0,100,2025-07-17 08:52:18.865753+00:00,2025-07-17 08:52:18.865753+00:00,26920586006700,26920586229400,,29,0,0,0,1,yhjj1008,0,0,0,0,0,0,0,,0,222700
1181,2,yhjj1011,30,31,31.0,100,2025-07-17 08:52:18.874754+00:00,2025-07-17 08:52:18.874754+00:00,26920595671500,26920595882900,,30,0,0,0,1,yhjj1011,0,0,0,0,0,0,0,,0,211400
1181,2,yhjj859,31,32,32.0,100,2025-07-17 08:52:18.877753+00:00,2025-07-17 08:52:18.878755+00:00,26920598559400,26920599059800,,31,0,0,0,1,yhjj859,0,0,0,0,0,0,0,,0,500400
1181,2,yhjj825,32,33,33.0,100,2025-07-17 08:52:18.878755+00:00,2025-07-17 08:52:18.878755+00:00,26920599379500,26920599478500,,32,0,0,0,1,yhjj825,0,0,0,0,0,0,0,,0,99000
1181,2,yhjj932,33,34,34.0,100,2025-07-17 08:52:18.878755+00:00,2025-07-17 08:52:18.878755+00:00,26920599786300,26920599869200,,33,0,0,0,1,yhjj932,0,0,0,0,0,0,0,,0,82900
1181,2,yhjj901,34,35,35.0,100,2025-07-17 08:52:18.879752+00:00,2025-07-17 08:52:18.879752+00:00,26920599931300,26920600088300,,34,0,0,0,1,yhjj901,0,0,0,0,0,0,0,,0,157000
1181,2,yhjj860,35,36,36.0,100,2025-07-17 08:52:18.879752+00:00,2025-07-17 08:52:18.879752+00:00,26920600593100,26920600915500,,35,0,0,0,1,yhjj860,0,0,0,0,0,0,0,,0,322400
1181,2,yhjj861,36,37,37.0,100,2025-07-17 08:52:18.881753+00:00,2025-07-17 08:52:18.882754+00:00,26920601995200,26920603063500,,36,0,0,0,1,yhjj861,0,0,0,0,0,0,0,,0,1068300
1181,2,yhjj921,37,38,38.0,100,2025-07-17 08:52:18.882754+00:00,2025-07-17 08:52:18.882754+00:00,26920603514200,26920603712300,,37,0,0,0,1,yhjj921,0,0,0,0,0,0,0,,0,198100
1181,2,yhjj915,38,39,39.0,100,2025-07-17 08:52:18.882754+00:00,2025-07-17 08:52:18.882754+00:00,26920603766800,26920603877400,,38,0,0,0,1,yhjj915,0,0,0,0,0,0,0,,0,110600
1181,2,yhjj823,39,40,40.0,100,2025-07-17 08:52:18.913864+00:00,2025-07-17 08:52:18.913864+00:00,26920634834300,26920634895700,,39,0,0,0,1,yhjj823,0,0,0,0,0,0,0,,0,61400
1181,2,yhjj890,40,41,41.0,100,2025-07-17 08:52:18.914866+00:00,2025-07-17 08:52:18.914866+00:00,26920635110500,26920635211400,,40,0,0,0,1,yhjj890,0,0,0,0,0,0,0,,0,100900
1181,3,yhjj934,41,42,42.0,100,2025-07-17 08:52:18.914866+00:00,2025-07-17 08:52:18.914866+00:00,26920635353300,26920635717200,,41,0,0,0,1,yhjj934,0,0,0,0,0,0,0,,0,363900
1181,3,yhjj830,42,43,43.0,100,2025-07-17 08:52:18.915864+00:00,2025-07-17 08:52:18.915864+00:00,26920636474100,26920636575100,,42,0,0,0,1,yhjj830,0,0,0,0,0,0,0,,0,101000
1181,3,yhjj1016,43,44,44.0,100,2025-07-17 08:52:18.916866+00:00,2025-07-17 08:52:18.918868+00:00,26920637955400,26920639306100,,43,0,0,0,1,yhjj1016,0,0,0,0,0,0,0,,0,1350700
1181,3,yhjj892,44,45,45.0,100,2025-07-17 08:52:18.918868+00:00,2025-07-17 08:52:18.918868+00:00,26920639389300,26920639707000,,44,0,0,0,1,yhjj892,0,0,0,0,0,0,0,,0,317700
1181,3,yhjj862,45,46,46.0,100,2025-07-17 08:52:18.918868+00:00,2025-07-17 08:52:18.918868+00:00,26920639750900,26920639939100,,45,0,0,0,1,yhjj862,0,0,0,0,0,0,0,,0,188200
1181,3,yhjj906,46,47,47.0,100,2025-07-17 08:52:18.919863+00:00,2025-07-17 08:52:18.919863+00:00,26920640136400,26920640253500,,46,0,0,0,1,yhjj906,0,0,0,0,0,0,0,,0,117100
1181,3,yhjj844,47,48,48.0,100,2025-07-17 08:52:18.919863+00:00,2025-07-17 08:52:18.919863+00:00,26920640400700,26920640477600,,47,0,0,0,1,yhjj844,0,0,0,0,0,0,0,,0,76900
1181,3,yhjj941,48,49,49.0,100,2025-07-17 08:52:18.919863+00:00,2025-07-17 08:52:18.919863+00:00,26920640634600,26920640882000,,48,0,0,0,1,yhjj941,0,0,0,0,0,0,0,,0,247400
1181,3,yhjj849,49,50,50.0,100,2025-07-17 08:52:18.920867+00:00,2025-07-17 08:52:18.921864+00:00,26920641985400,26920642204800,,49,0,0,0,1,yhjj849,0,0,0,0,0,0,0,,0,219400
1181,3,yhjj918,50,51,51.0,100,2025-07-17 08:52:18.921864+00:00,2025-07-17 08:52:18.921864+00:00,26920642472400,26920642571900,,50,0,0,0,1,yhjj918,0,0,0,0,0,0,0,,0,99500
1181,3,yhjj841,51,52,52.0,100,2025-07-17 08:52:18.921864+00:00,2025-07-17 08:52:18.921864+00:00,26920642877900,26920642927300,,51,0,0,0,1,yhjj841,0,0,0,0,0,0,0,,0,49400
1181,3,yhjj847,52,53,53.0,100,2025-07-17 08:52:18.922866+00:00,2025-07-17 08:52:18.922866+00:00,26920643784300,26920643947300,,52,0,0,0,1,yhjj847,0,0,0,0,0,0,0,,0,163000
1181,3,yhjj902,53,54,54.0,100,2025-07-17 08:52:18.923865+00:00,2025-07-17 08:52:18.923865+00:00,26920644227400,26920644305400,,53,0,0,0,1,yhjj902,0,0,0,0,0,0,0,,0,78000
1181,3,yhjj928,54,55,55.0,100,2025-07-17 08:52:18.923865+00:00,2025-07-17 08:52:18.925865+00:00,26920644578500,26920646508000,,54,0,0,0,1,yhjj928,0,0,0,0,0,0,0,,0,1929500
1181,3,yhjj852,55,56,56.0,100,2025-07-17 08:52:18.925865+00:00,2025-07-17 08:52:18.925865+00:00,26920646612700,26920646706800,,55,0,0,0,1,yhjj852,0,0,0,0,0,0,0,,0,94100
1181,3,yhjj873,56,57,57.0,100,2025-07-17 08:52:18.925865+00:00,2025-07-17 08:52:18.926866+00:00,26920646852200,26920647588500,,56,0,0,0,1,yhjj873,0,0,0,0,0,0,0,,0,736300
1181,3,yhjj842,57,58,58.0,100,2025-07-17 08:52:18.926866+00:00,2025-07-17 08:52:18.926866+00:00,26920647779100,26920647927100,,57,0,0,0,1,yhjj842,0,0,0,0,0,0,0,,0,148000
1181,3,yhjj848,58,59,59.0,100,2025-07-17 08:52:18.927865+00:00,2025-07-17 08:52:18.927865+00:00,26920648436000,26920648551800,,58,0,0,0,1,yhjj848,0,0,0,0,0,0,0,,0,115800
1181,3,yhjj885,59,60,60.0,100,2025-07-17 08:52:18.927865+00:00,2025-07-17 08:52:18.928866+00:00,26920648950600,26920649047100,,59,0,0,0,1,yhjj885,0,0,0,0,0,0,0,,0,96500
1181,3,yhjj840,60,61,61.0,100,2025-07-17 08:52:18.930866+00:00,2025-07-17 08:52:18.930866+00:00,26920651411400,26920651592700,,60,0,0,0,1,yhjj840,0,0,0,0,0,0,0,,0,181300
1181,4,yhjj926,61,62,62.0,100,2025-07-17 08:52:18.930866+00:00,2025-07-17 08:52:18.930866+00:00,26920651723500,26920651908600,,61,0,0,0,1,yhjj926,0,0,0,0,0,0,0,,0,185100
1181,4,yhjj837,62,63,63.0,100,2025-07-17 08:52:18.930866+00:00,2025-07-17 08:52:18.931864+00:00,26920651963400,26920652230500,,62,0,0,0,1,yhjj837,0,0,0,0,0,0,0,,0,267100
1181,4,yhjj889,63,64,64.0,100,2025-07-17 08:52:18.932866+00:00,2025-07-17 08:52:18.932866+00:00,26920653130300,26920653271500,,63,0,0,0,1,yhjj889,0,0,0,0,0,0,0,,0,141200
1181,4,yhjj858,64,65,65.0,100,2025-07-17 08:52:18.933864+00:00,2025-07-17 08:52:18.933864+00:00,26920654262600,26920654317400,,64,0,0,0,1,yhjj858,0,0,0,0,0,0,0,,0,54800
1181,4,yhjj827,65,66,66.0,100,2025-07-17 08:52:18.933864+00:00,2025-07-17 08:52:18.933864+00:00,26920654425500,26920654498500,,65,0,0,0,1,yhjj827,0,0,0,0,0,0,0,,0,73000
1181,4,yhjj877,66,67,67.0,100,2025-07-17 08:52:18.933864+00:00,2025-07-17 08:52:18.933864+00:00,26920654668800,26920654746300,,66,0,0,0,1,yhjj877,0,0,0,0,0,0,0,,0,77500
1181,4,yhjj876,67,68,68.0,100,2025-07-17 08:52:18.935865+00:00,2025-07-17 08:52:18.935865+00:00,26920656887700,26920656989300,,67,0,0,0,1,yhjj876,0,0,0,0,0,0,0,,0,101600
1181,4,yhjj835,68,69,69.0,100,2025-07-17 08:52:18.937865+00:00,2025-07-17 08:52:18.937865+00:00,26920658800600,26920658855400,,68,0,0,0,1,yhjj835,0,0,0,0,0,0,0,,0,54800
1181,4,yhjj872,69,70,70.0,100,2025-07-17 08:52:18.946866+00:00,2025-07-17 08:52:18.946866+00:00,26920667536800,26920667589000,,69,0,0,0,1,yhjj872,0,0,0,0,0,0,0,,0,52200
1181,4,yhjj994,70,71,71.0,100,2025-07-17 08:52:18.946866+00:00,2025-07-17 08:52:18.946866+00:00,26920667754400,26920667826300,,70,0,0,0,1,yhjj994,0,0,0,0,0,0,0,,0,71900
1181,4,yhjj857,71,72,72.0,100,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,26920672084200,26920672164200,,71,0,0,0,1,yhjj857,0,0,0,0,0,0,0,,0,80000
1181,4,yhjj895,72,73,73.0,100,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,26920672228100,26920672326600,,72,0,0,0,1,yhjj895,0,0,0,0,0,0,0,,0,98500
1181,4,yhjj1005,73,74,74.0,100,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,26920672353100,26920672428100,,73,0,0,0,1,yhjj1005,0,0,0,0,0,0,0,,0,75000
1181,4,yhjj982,74,75,75.0,100,2025-07-17 08:52:18.951866+00:00,2025-07-17 08:52:18.951866+00:00,26920672915000,26920673001000,,74,0,0,0,1,yhjj982,0,0,0,0,0,0,0,,0,86000
1181,4,yhjj828,75,76,76.0,100,2025-07-17 08:52:18.954866+00:00,2025-07-17 08:52:18.954866+00:00,26920675248700,26920675296600,,75,0,0,0,1,yhjj828,0,0,0,0,0,0,0,,0,47900
1181,4,yhjj923,76,77,77.0,100,2025-07-17 08:52:18.954866+00:00,2025-07-17 08:52:18.954866+00:00,26920675550200,26920675592100,,76,0,0,0,1,yhjj923,0,0,0,0,0,0,0,,0,41900
1181,4,yhjj912,77,78,78.0,100,2025-07-17 08:52:18.954866+00:00,2025-07-17 08:52:18.954866+00:00,26920675958200,26920676012500,,77,0,0,0,1,yhjj912,0,0,0,0,0,0,0,,0,54300
1181,4,yhjj866,78,79,79.0,100,2025-07-17 08:52:18.955865+00:00,2025-07-17 08:52:18.955865+00:00,26920676461300,26920676512600,,78,0,0,0,1,yhjj866,0,0,0,0,0,0,0,,0,51300
1181,4,yhjj834,79,80,80.0,100,2025-07-17 08:52:18.956864+00:00,2025-07-17 08:52:18.956864+00:00,26920677470400,26920677532500,,79,0,0,0,1,yhjj834,0,0,0,0,0,0,0,,0,62100
1181,4,yhjj868,80,81,81.0,100,2025-07-17 08:52:18.956864+00:00,2025-07-17 08:52:18.956864+00:00,26920677670000,26920677725800,,80,0,0,0,1,yhjj868,0,0,0,0,0,0,0,,0,55800
1181,5,yhjj922,81,82,82.0,100,2025-07-17 08:52:18.958866+00:00,2025-07-17 08:52:18.958866+00:00,26920679185100,26920679230600,,81,0,0,0,1,yhjj922,0,0,0,0,0,0,0,,0,45500
1181,5,yhjj904,82,83,83.0,100,2025-07-17 08:52:18.959864+00:00,2025-07-17 08:52:18.963865+00:00,26920680652400,26920684178100,,82,0,0,0,1,yhjj904,0,0,0,0,0,0,0,,0,3525700
1181,5,yhjj853,83,84,84.0,100,2025-07-17 08:52:18.963865+00:00,2025-07-17 08:52:18.963865+00:00,26920684435500,26920684824000,,83,0,0,0,1,yhjj853,0,0,0,0,0,0,0,,0,388500
1181,5,yhjj870,84,85,85.0,100,2025-07-17 08:52:18.964864+00:00,2025-07-17 08:52:18.964864+00:00,26920685467000,26920685544700,,84,0,0,0,1,yhjj870,0,0,0,0,0,0,0,,0,77700
1181,5,yhjj919,85,86,86.0,100,2025-07-17 08:52:18.964864+00:00,2025-07-17 08:52:18.964864+00:00,26920685807400,26920685892500,,85,0,0,0,1,yhjj919,0,0,0,0,0,0,0,,0,85100
1181,5,yhjj855,86,87,87.0,100,2025-07-17 08:52:18.965863+00:00,2025-07-17 08:52:18.966865+00:00,26920686801700,26920687166700,,86,0,0,0,1,yhjj855,0,0,0,0,0,0,0,,0,365000
1181,5,yhjj888,87,88,88.0,100,2025-07-17 08:52:18.966865+00:00,2025-07-17 08:52:18.966865+00:00,26920687204500,26920687271000,,87,0,0,0,1,yhjj888,0,0,0,0,0,0,0,,0,66500
1181,5,yhjj886,88,89,89.0,100,2025-07-17 08:52:18.966865+00:00,2025-07-17 08:52:18.966865+00:00,26920687395900,26920687467100,,88,0,0,0,1,yhjj886,0,0,0,0,0,0,0,,0,71200
1181,5,yhjj955,89,90,90.0,100,2025-07-17 08:52:18.966865+00:00,2025-07-17 08:52:18.966865+00:00,26920687742000,26920687846200,,89,0,0,0,1,yhjj955,0,0,0,0,0,0,0,,0,104200
1181,5,yhjj903,90,91,91.0,100,2025-07-17 08:52:18.969865+00:00,2025-07-17 08:52:18.969865+00:00,26920690049500,26920690110500,,90,0,0,0,1,yhjj903,0,0,0,0,0,0,0,,0,61000
1181,5,yhjj881,91,92,92.0,100,2025-07-17 08:52:18.973865+00:00,2025-07-17 08:52:18.973865+00:00,26920694872900,26920694932100,,91,0,0,0,1,yhjj881,0,0,0,0,0,0,0,,0,59200
1181,5,yhjj843,92,93,93.0,100,2025-07-17 08:52:18.974865+00:00,2025-07-17 08:52:18.974865+00:00,26920695583400,26920695624900,,92,0,0,0,1,yhjj843,0,0,0,0,0,0,0,,0,41500
1181,5,yhjj850,93,94,94.0,100,2025-07-17 08:52:18.980864+00:00,2025-07-17 08:52:18.980864+00:00,26920701309800,26920701360100,,93,0,0,0,1,yhjj850,0,0,0,0,0,0,0,,0,50300
1181,5,yhjj963,94,95,95.0,100,2025-07-17 08:52:18.992864+00:00,2025-07-17 08:52:18.992864+00:00,26920713046100,26920713123600,,94,0,0,0,1,yhjj963,0,0,0,0,0,0,0,,0,77500
1181,5,yhjj913,95,96,96.0,100,2025-07-17 08:52:18.996864+00:00,2025-07-17 08:52:18.996864+00:00,26920717109400,26920717165400,,95,0,0,0,1,yhjj913,0,0,0,0,0,0,0,,0,56000
1181,5,yhjj910,96,97,97.0,100,2025-07-17 08:52:18.996864+00:00,2025-07-17 08:52:18.996864+00:00,26920717337900,26920717423600,,96,0,0,0,1,yhjj910,0,0,0,0,0,0,0,,0,85700
1181,5,yhjj916,97,98,98.0,100,2025-07-17 08:52:18.996864+00:00,2025-07-17 08:52:18.996864+00:00,26920717676300,26920717738500,,97,0,0,0,1,yhjj916,0,0,0,0,0,0,0,,0,62200
1181,5,yhjj1003,98,99,99.0,100,2025-07-17 08:52:18.998866+00:00,2025-07-17 08:52:18.998866+00:00,26920719637500,26920719692800,,98,0,0,0,1,yhjj1003,0,0,0,0,0,0,0,,0,55300
1181,5,yhjj883,99,100,100.0,100,2025-07-17 08:52:18.998866+00:00,2025-07-17 08:52:18.998866+00:00,26920719772800,26920719810900,,99,0,0,0,1,yhjj883,0,0,0,0,0,0,0,,0,38100
1181,5,yhjj908,100,100,,100,2025-07-17 08:52:19.006863+00:00,2025-07-17 08:52:19.006863+00:00,26920727432000,26920727452100,,100,0,0,0,1,yhjj908,0,0,0,0,0,0,0,,0,20100
1181,6,yhjj839,100,100,,100,2025-07-17 08:52:19.007865+00:00,2025-07-17 08:52:19.007865+00:00,26920728249400,26920728270400,,101,0,0,0,1,yhjj839,0,0,0,0,0,0,0,,0,21000
1181,6,yhjj961,100,100,,100,2025-07-17 08:52:19.010864+00:00,2025-07-17 08:52:19.010864+00:00,26920731985700,26920732009600,,102,0,0,0,1,yhjj961,0,0,0,0,0,0,0,,0,23900
1181,6,yhjj942,100,100,,100,2025-07-17 08:52:19.011864+00:00,2025-07-17 08:52:19.011864+00:00,26920732192800,26920732226600,,103,0,0,0,1,yhjj942,0,0,0,0,0,0,0,,0,33800
1181,6,yhjj925,100,100,,100,2025-07-17 08:52:19.011864+00:00,2025-07-17 08:52:19.011864+00:00,26920732588500,26920732606400,,104,0,0,0,1,yhjj925,0,0,0,0,0,0,0,,0,17900
1181,6,yhjj970,100,100,,100,2025-07-17 08:52:19.012865+00:00,2025-07-17 08:52:19.012865+00:00,26920733358400,26920733377900,,105,0,0,0,1,yhjj970,0,0,0,0,0,0,0,,0,19500
1181,6,yhjj945,100,100,,100,2025-07-17 08:52:19.015865+00:00,2025-07-17 08:52:19.015865+00:00,26920736073200,26920736126700,,106,0,0,0,1,yhjj945,0,0,0,0,0,0,0,,0,53500
1181,6,yhjj953,100,100,,100,2025-07-17 08:52:19.018865+00:00,2025-07-17 08:52:19.018865+00:00,26920739347800,26920739370000,,107,0,0,0,1,yhjj953,0,0,0,0,0,0,0,,0,22200
1181,6,yhjj946,100,100,,100,2025-07-17 08:52:19.018865+00:00,2025-07-17 08:52:19.018865+00:00,26920739891000,26920739909400,,108,0,0,0,1,yhjj946,0,0,0,0,0,0,0,,0,18400
1181,6,yhjj1007,100,100,,100,2025-07-17 08:52:19.020866+00:00,2025-07-17 08:52:19.020866+00:00,26920741264000,26920741287600,,109,0,0,0,1,yhjj1007,0,0,0,0,0,0,0,,0,23600
1181,6,yhjj959,100,100,,100,2025-07-17 08:52:19.029865+00:00,2025-07-17 08:52:19.029865+00:00,26920750352700,26920750390000,,110,0,0,0,1,yhjj959,0,0,0,0,0,0,0,,0,37300
1181,6,yhjj917,100,100,,100,2025-07-17 08:52:19.032865+00:00,2025-07-17 08:52:19.032865+00:00,26920753193200,26920753218200,,111,0,0,0,1,yhjj917,0,0,0,0,0,0,0,,0,25000
1181,6,yhjj944,100,100,,100,2025-07-17 08:52:19.037865+00:00,2025-07-17 08:52:19.037865+00:00,26920758203100,26920758226500,,112,0,0,0,1,yhjj944,0,0,0,0,0,0,0,,0,23400
1181,6,yhjj1013,100,100,,100,2025-07-17 08:52:19.037865+00:00,2025-07-17 08:52:19.037865+00:00,26920758866300,26920758886500,,113,0,0,0,1,yhjj1013,0,0,0,0,0,0,0,,0,20200
1181,6,yhjj998,100,100,,100,2025-07-17 08:52:19.039864+00:00,2025-07-17 08:52:19.039864+00:00,26920760284900,26920760307300,,114,0,0,0,1,yhjj998,0,0,0,0,0,0,0,,0,22400
1181,6,yhjj930,100,100,,100,2025-07-17 08:52:19.039864+00:00,2025-07-17 08:52:19.039864+00:00,26920760575900,26920760612600,,115,0,0,0,1,yhjj930,0,0,0,0,0,0,0,,0,36700
1181,6,yhjj964,100,100,,100,2025-07-17 08:52:19.040865+00:00,2025-07-17 08:52:19.040865+00:00,26920761832000,26920761853900,,116,0,0,0,1,yhjj964,0,0,0,0,0,0,0,,0,21900
1181,6,yhjj933,100,100,,100,2025-07-17 08:52:19.046864+00:00,2025-07-17 08:52:19.046864+00:00,26920767225100,26920767247300,,117,0,0,0,1,yhjj933,0,0,0,0,0,0,0,,0,22200
1181,6,yhjj992,100,100,,100,2025-07-17 08:52:19.046864+00:00,2025-07-17 08:52:19.046864+00:00,26920767826000,26920767847700,,118,0,0,0,1,yhjj992,0,0,0,0,0,0,0,,0,21700
1181,6,yhjj956,100,100,,100,2025-07-17 08:52:19.046864+00:00,2025-07-17 08:52:19.046864+00:00,26920767930700,26920767955000,,119,0,0,0,1,yhjj956,0,0,0,0,0,0,0,,0,24300
1181,6,yhjj1004,100,100,,100,2025-07-17 08:52:19.047866+00:00,2025-07-17 08:52:19.047866+00:00,26920768525100,26920768544800,,120,0,0,0,1,yhjj1004,0,0,0,0,0,0,0,,0,19700
1181,7,yhjj962,100,100,,100,2025-07-17 08:52:19.047866+00:00,2025-07-17 08:52:19.047866+00:00,26920768930600,26920768957400,,121,0,0,0,1,yhjj962,0,0,0,0,0,0,0,,0,26800
1181,7,yhjj935,100,100,,100,2025-07-17 08:52:19.049866+00:00,2025-07-17 08:52:19.049866+00:00,26920770473500,26920770492900,,122,0,0,0,1,yhjj935,0,0,0,0,0,0,0,,0,19400
1181,7,yhjj894,100,100,,100,2025-07-17 08:52:19.049866+00:00,2025-07-17 08:52:19.049866+00:00,26920770683700,26920770710900,,123,0,0,0,1,yhjj894,0,0,0,0,0,0,0,,0,27200
